Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Dec_2023;CP_Dec_2024;%CP;Sus_Dec_2023;Sus_Dec_2024;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Dec_2024;Conc100_Dec_2024;TPSent_12_meses;TPCPL_Dec_2024;TC_Dec_2024;IAD_12_meses
TJSP;85569;SAO PAULO;SP;ITAQUERA - CEJUSC - PRE-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 11 meses;100%;
TJSP;76983;RIBEIRAO PRETO;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 11 meses;100%;
TJSP;10078;PIRAJUI;SP;01 CUMULATIVA DE PIRAJUI;G1, JE;7.922;7.186;-9,3%;2.899;3.443;18,8%;1.920;2.665;10.550;6.848;1.463;571;613;24;2 anos e 6 meses;3 anos e 11 meses;58%;139%
TJSP;10100;PORTO FELIZ;SP;01 CUMULATIVA DE PORTO FELIZ;G1, JE;5.316;5.077;-4,5%;1.065;1.128;5,9%;2.071;2.100;7.265;4.517;1.138;1.327;968;95;7 anos e 1 Mes;3 anos e 11 meses;65%;101%
TJSP;10093;POA;SP;01 CIVEL DE POA;G1, JE;6.442;6.634;3%;1.968;1.976;0,4%;2.680;2.443;8.501;9.465;1.784;533;1.824;8;1 ano e 10 meses;3 anos e 11 meses;66%;91%
TJSP;74034;SANTO ANDRE;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - SANTO ANDRE;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 11 meses;100%;
TJSP;9398;BEBEDOURO;SP;SEF DE BEBEDOURO;G1;42.042;32.826;-21,9%;16.484;12.506;-24,1%;528;9.749;6.739;9.187;10.516;1.798;13.811;24;9 anos;3 anos e 11 meses;68%;1.846%
TJSP;9963;NOVO HORIZONTE;SP;01 CUMULATIVA DE NOVO HORIZONTE;G1, JE;7.044;6.679;-5,2%;1.314;1.371;4,3%;1.849;2.110;5.812;8.123;1.644;677;1.858;36;3 anos e 7 meses;3 anos e 11 meses;72%;114%
TJSP;85283;AMPARO;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 10 meses;100%;
TJSP;10435;SAO PAULO;SP;INFANCIA JUVENTUDE DE LAPA;G1, JE;1.897;1.757;-7,4%;12;12;0%;1.120;1.167;150;7.692;525;133;486;17;9 meses;3 anos e 10 meses;60%;104%
TJSP;9683;GUARULHOS;SP;02 FAZENDA PUBLICA DE GUARULHOS;G1, JE;8.074;8.164;1,1%;3.781;4.183;10,6%;3.451;3.174;4.895;10.243;1.574;568;1.421;11;8 meses;3 anos e 10 meses;56%;92%
TJSP;59795;BARRETOS;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 14 C.J. - BARRETOS DE BARRETOS;TR;599;29;-95,2%;72;12;-83,3%;198;776;229;532;68;0;11;1;2 anos e 7 meses;3 anos e 10 meses;2%;392%
TJSP;10613;SAO PAULO;SP;05 FAMILIA SUCESSOES DE CENTRAL;G1, JE;3.826;3.512;-8,2%;1.112;1.140;2,5%;1.387;1.644;4.220;13.407;1.111;267;440;8;2 anos e 4 meses;3 anos e 10 meses;59%;119%
TJSP;74226;TIETE;SP;SEF DE TIETE;G1;6.794;5.274;-22,4%;865;814;-5,9%;329;1.770;5.744;4.192;1.258;464;669;0;4 anos e 8 meses;3 anos e 10 meses;72%;538%
TJSP;9792;JAGUARIUNA;SP;01 CUMULATIVA DE JAGUARIUNA;G1, JE;10.704;10.496;-1,9%;3.892;3.695;-5,1%;3.466;2.958;4.654;12.384;2.103;440;1.231;45;1 ano e 9 meses;3 anos e 10 meses;70%;85%
TJSP;85552;TATUI;SP;CEJUSC - PRE-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 10 meses;100%;
TJSP;9261;AGUDOS;SP;01 CUMULATIVA DE AGUDOS;G1, JE;8.198;6.857;-16,4%;3.992;3.743;-6,2%;1.650;3.022;1.334;8.662;1.756;460;701;34;3 anos e 4 meses;3 anos e 10 meses;50%;183%
TJSP;10464;SAO PAULO;SP;CRIMINAL DE ITAQUERA;G1, JE;3.284;3.105;-5,5%;842;1.031;22,4%;897;1.217;3.296;1.611;716;4;982;48;3 anos;3 anos e 10 meses;63%;136%
TJSP;10294;SAO BERNARDO DO CAMPO;SP;01 CRIMINAL DE SAO BERNARDO DO CAMPO;G1, JE;1.896;1.689;-10,9%;398;389;-2,3%;442;569;3.315;1.483;508;2;370;20;1 ano e 10 meses;3 anos e 10 meses;70%;129%
TJSP;85288;ARARAS;SP;CEJUSC - PRÉ-PROCESSUAL;G1;9;9;0%;0;0;;84;87;0;0;1;0;9;0;;3 anos e 10 meses;9%;104%
TJSP;9512;CATANDUVA;SP;02 CIVEL DE CATANDUVA;G1, JE;8.137;8.133;0%;2.429;2.504;3,1%;2.825;2.761;9.161;7.707;1.458;405;904;38;2 anos e 4 meses;3 anos e 10 meses;67%;98%
TJSP;76477;BAURU;SP;SETOR DE EXECUÇÕES FISCAIS DE BAURU;G1;56.294;59.044;4,9%;14.163;15.582;10%;18.156;30.653;13.101;14.022;34.795;6.672;31.690;40;9 anos e 4 meses;3 anos e 10 meses;59%;169%
TJSP;74224;SAO PAULO;SP;UNIDADE AVANÇADA DE ATENDIMENTO JUDICIARIO - MICROEMPRESAS E EMPRESAS DE PEQUENO PORTE CENTRAL DA CAPITAL;G1, JE;2.616;4.709;80%;22;35;59,1%;2.148;1.703;471;8.519;1.003;1.145;2.541;11;3 meses;3 anos e 10 meses;73%;79%
TJSP;10013;PALMITAL;SP;02 CUMULATIVA DE PALMITAL;G1, JE;8.771;4.211;-52%;4.829;1.363;-71,8%;1.605;6.234;3.792;4.659;1.870;4.370;358;25;5 anos e 6 meses;3 anos e 10 meses;30%;388%
TJSP;10158;REGISTRO;SP;SAF DE REGISTRO;G1;16.138;7.786;-51,8%;8.332;2.349;-71,8%;60;8.435;14.146;5.783;1.860;5.600;470;15;5 anos e 1 Mes;3 anos e 10 meses;39%;14.058%
TJSP;73953;ITAPEVI;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - ITAPEVI;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 10 meses;100%;
TJSP;9434;BURITAMA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE BURITAMA;G1, JE;5.703;6.311;10,7%;2.004;2.214;10,5%;1.836;1.293;4.841;1.914;1.079;233;1.549;42;1 ano e 10 meses;3 anos e 10 meses;76%;70%
TJSP;10517;SAO PAULO;SP;10 CRIMINAL DE CENTRAL;G1, JE;4.404;3.617;-17,9%;1.047;1.022;-2,4%;732;1.123;147;4.711;790;7;787;32;1 ano e 7 meses;3 anos e 10 meses;70%;153%
TJSP;10620;SAO PAULO;SP;12 FAMILIA SUCESSOES DE CENTRAL;G1;5.376;5.406;0,6%;1.919;1.983;3,3%;1.367;1.341;8.797;2.619;914;226;715;37;1 ano e 8 meses;3 anos e 10 meses;72%;98%
TJSP;10108;PRAIA GRANDE;SP;01 CIVEL DE PRAIA GRANDE;G1, JE;15.573;16.444;5,6%;4.873;4.881;0,2%;3.713;2.687;1.486;18.323;1.649;639;1.950;431;2 anos e 5 meses;3 anos e 10 meses;81%;72%
TJSP;73931;FRANCISCO MORATO;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - FRANCISCO MORATO;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 10 meses;100%;
TJSP;14321;SAO PAULO;SP;VARA DA REGIAO OESTE DE VIOL. DOMEST. E FAM. CONTRA A MULHER DE BUTANTA;G1, JE;12.585;13.217;5%;1.429;1.934;35,3%;2.578;2.346;1.570;18.603;1.425;484;4.793;340;3 anos e 5 meses;3 anos e 10 meses;83%;91%
TJSP;85471;MOCOCA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 10 meses;100%;
TJSP;10150;RANCHARIA;SP;01 CUMULATIVA DE RANCHARIA;G1, JE;6.097;5.758;-5,6%;2.243;1.944;-13,3%;2.012;2.367;8.246;4.481;1.567;1.258;651;41;6 anos e 3 meses;3 anos e 10 meses;62%;118%
TJSP;10268;SANTOS;SP;JURI/EXECUCOES DE SANTOS;G1, JE;6.846;6.444;-5,9%;97;112;15,5%;1.306;1.929;4.506;846;959;539;3.633;303;2 anos e 8 meses;3 anos e 9 meses;77%;148%
TJSP;9906;MIRANTE DO PARANAPANEMA;SP;VARA UNICA DE MIRANTE DO PARANAPANEMA;G1, JE;7.581;7.317;-3,5%;1.369;1.431;4,5%;1.879;2.116;7.390;4.031;1.628;330;1.303;30;2 anos e 11 meses;3 anos e 9 meses;73%;113%
TJSP;10188;RIBEIRAO PRETO;SP;01 JURI/EXECUCOES DE RIBEIRAO PRETO;G1, JE;12.307;11.520;-6,4%;1.127;1.070;-5,1%;1.327;1.756;3.261;3.891;3.463;183;5.287;548;2 anos e 10 meses;3 anos e 9 meses;86%;132%
TJSP;10538;SAO PAULO;SP;VARA JUIZADO ESPECIAL CRIMINAL DE CENTRAL;G1, JE;4.186;3.936;-6%;145;123;-15,2%;1.805;1.719;183;6.386;1.543;21;2.448;60;10 meses;3 anos e 9 meses;69%;95%
TJSP;10045;PERUIBE;SP;SAF DE PERUIBE;G1;55.579;55.744;0,3%;20.923;19.443;-7,1%;9.172;8.722;22.054;13.192;5.261;2.922;18.098;45;9 anos e 5 meses;3 anos e 9 meses;81%;95%
TJSP;10146;QUELUZ;SP;VARA UNICA DE QUELUZ;G1, JE;4.655;4.239;-8,9%;1.279;1.237;-3,3%;739;1.138;2.717;4.409;684;353;1.010;24;4 anos e 5 meses;3 anos e 9 meses;73%;154%
TJSP;9996;OSVALDO CRUZ;SP;JUIZADO ESPECIAL CIVEL CRIM. DE OSVALDO CRUZ;G1, JE;2.548;2.436;-4,4%;80;23;-71,2%;3.720;3.896;1.870;3.850;2.530;613;1.134;4;4 meses;3 anos e 9 meses;38%;105%
TJSP;9752;ITAQUAQUECETUBA;SP;01 CRIMINAL DE ITAQUAQUECETUBA;G1, JE;7.915;6.454;-18,5%;1.390;1.782;28,2%;2.092;3.760;5.836;12.052;1.979;338;2.210;100;2 anos e 11 meses;3 anos e 9 meses;56%;180%
TJSP;10715;TANABI;SP;02 CUMULATIVA DE TANABI;G1, JE;4.838;4.187;-13,5%;1.712;1.234;-27,9%;1.721;2.377;3.994;4.584;1.207;1.286;583;23;4 anos e 2 meses;3 anos e 9 meses;55%;138%
TJSP;9435;CABREUVA;SP;VARA UNICA DE CABREUVA;G1, JE;18.552;17.909;-3,5%;5.218;3.986;-23,6%;3.148;3.781;17.523;8.667;2.444;2.239;3.380;147;4 anos e 6 meses;3 anos e 9 meses;79%;120%
TJSP;10934;SANTA ISABEL;SP;01 CUMULATIVA DE SANTA ISABEL;G1, JE;5.078;4.845;-4,6%;986;1.150;16,6%;1.546;1.776;4.394;6.980;982;297;616;25;2 anos e 3 meses;3 anos e 9 meses;67%;115%
TJSP;9460;CAMPINAS;SP;09 CIVEL DE CAMPINAS;G1, JE;12.607;13.062;3,6%;2.998;3.376;12,6%;3.630;2.833;67;12.655;2.389;613;847;328;2 anos e 8 meses;3 anos e 9 meses;77%;78%
TJSP;10531;SAO PAULO;SP;24 CRIMINAL DE CENTRAL;G1, JE;2.506;2.054;-18%;594;583;-1,9%;762;1.341;2.623;6.076;1.197;2;328;39;3 anos e 8 meses;3 anos e 9 meses;52%;176%
TJSP;10735;TAUBATE;SP;02 CRIMINAL DE TAUBATE;G1, JE;1.359;1.412;3,9%;494;603;22,1%;628;713;1.233;3.175;470;4;260;2;1 ano e 2 meses;3 anos e 9 meses;53%;114%
TJSP;59210;SANTO ANDRE;SP;07 CIVEL DE SANTO ANDRE;G1, JE;9.753;10.697;9,7%;3.944;4.308;9,2%;3.276;2.326;9.347;6.894;1.804;430;1.245;91;1 ano e 6 meses;3 anos e 9 meses;73%;71%
TJSP;9993;OSASCO;SP;INFANCIA JUVENTUDE DE OSASCO;G1;1.451;1.458;0,5%;34;31;-8,8%;1.059;1.080;5.285;857;374;445;542;7;8 meses;3 anos e 9 meses;57%;102%
TJSP;10674;SOROCABA;SP;06 CIVEL DE SOROCABA;G1, JE;16.586;16.521;-0,4%;4.152;4.852;16,9%;3.757;3.613;1.606;15.856;2.426;760;1.426;456;2 anos e 7 meses;3 anos e 9 meses;76%;96%
TJSP;9803;JAU;SP;02 CIVEL DE JAU;G1, JE;9.365;9.563;2,1%;1.914;2.230;16,5%;2.773;2.497;1.573;9.636;2.167;348;1.482;354;1 ano e 11 meses;3 anos e 9 meses;75%;90%
TJSP;76677;SAO JOSE DOS CAMPOS;SP;SETOR DE EXECUCOES FISCAIS DE SAO JOSE DOS CAMPOS;G1;62.009;54.242;-12,5%;1.733;1.998;15,3%;6.043;18.355;33.066;22.044;13.926;1.961;28.472;34;7 anos e 9 meses;3 anos e 9 meses;74%;304%
TJSP;9529;CONCHAS;SP;02 CUMULATIVA DE CONCHAS;G1, JE;4.401;3.295;-25,1%;1.560;1.073;-31,2%;998;2.103;3.941;4.443;1.003;993;465;13;3 anos e 4 meses;3 anos e 9 meses;51%;211%
TJSP;10923;SAO PAULO;SP;14 FAZENDA PUBLICA DE CENTRAL;G1, JE;12.308;12.490;1,5%;1.685;1.820;8%;3.926;4.118;12.301;8.327;3.795;352;4.623;161;1 ano;3 anos e 9 meses;72%;105%
TJSP;9465;CAMPINAS;SP;03 CRIMINAL DE CAMPINAS;G1, JE;1.281;1.271;-0,8%;233;271;16,3%;452;488;4.444;1.573;466;1;329;17;1 ano e 10 meses;3 anos e 9 meses;67%;108%
TJSP;9688;IBIUNA;SP;01 CUMULATIVA DE IBIUNA;G1, JE;8.151;8.471;3,9%;1.954;2.178;11,5%;2.137;1.893;2.383;9.617;1.274;581;670;191;2 anos e 3 meses;3 anos e 9 meses;77%;89%
TJSP;9456;CAMPINAS;SP;05 CIVEL DE CAMPINAS;G1, JE;14.558;14.507;-0,4%;5.270;5.532;5%;3.946;3.801;362;16.134;3.147;695;932;17;3 anos;3 anos e 9 meses;70%;96%
TJSP;9775;JABOTICABAL;SP;2 VARA CIVEL DE JABOTICABAL;G1, JE;4.546;4.683;3%;900;921;2,3%;2.169;2.002;35;9.257;1.556;379;1.220;5;1 ano e 5 meses;3 anos e 9 meses;65%;92%
TJSP;9356;BARRA BONITA;SP;01 CUMULATIVA DE BARRA BONITA;G1, JE;10.067;9.988;-0,8%;2.592;2.769;6,8%;2.331;2.514;6.440;6.563;2.369;472;1.106;147;5 anos e 4 meses;3 anos e 9 meses;74%;108%
TJSP;9933;MOJI MIRIM;SP;01 CUMULATIVA DE MOJI MIRIM;G1, JE;6.186;6.268;1,3%;2.420;2.455;1,4%;1.713;1.663;3.141;4.250;1.119;456;547;847;2 anos e 3 meses;3 anos e 9 meses;69%;97%
TJSP;9689;IBIUNA;SP;02 CUMULATIVA DE IBIUNA;G1, JE;8.773;8.750;-0,3%;1.914;2.200;14,9%;2.134;2.019;2.478;6.942;1.200;618;1.014;286;2 anos e 6 meses;3 anos e 9 meses;76%;95%
TJSP;10526;SAO PAULO;SP;19 CRIMINAL DE CENTRAL;G1, JE;2.679;2.627;-1,9%;757;751;-0,8%;762;905;2.013;2.617;872;5;692;35;2 anos e 2 meses;3 anos e 9 meses;67%;119%
TJSP;9546;CUBATAO;SP;01 CUMULATIVA DE CUBATAO;G1, JE;6.723;7.126;6%;1.103;1.282;16,2%;2.239;1.978;2.304;19.132;1.429;201;1.233;33;1 ano e 9 meses;3 anos e 9 meses;75%;88%
TJSP;10271;SANTOS;SP;03 CIVEL DE SANTOS;G1, JE;6.728;6.804;1,1%;1.095;1.141;4,2%;1.983;1.839;2.059;14.069;1.506;339;526;44;2 anos e 5 meses;3 anos e 9 meses;75%;93%
TJSP;59862;SAO JOSE DO RIO PRETO;SP;04 TURMA CIVEL DO COLEGIO RECURSAL DA 16 C.J. - SAO JOSE DO RIO PRETO DE SAO JOSE DO RIO PRETO;TR;368;42;-88,6%;225;19;-91,6%;8;355;108;38;16;1;16;0;1 ano e 3 meses;3 anos e 9 meses;5%;4.438%
TJSP;9514;CATANDUVA;SP;01 CRIMINAL DE CATANDUVA;G1, JE;5.989;6.503;8,6%;248;306;23,4%;1.824;1.521;12.567;2.781;1.345;9;2.645;150;2 anos e 1 Mes;3 anos e 8 meses;80%;83%
TJSP;10542;SAO PAULO;SP;04 EXECUCOES CRIMINAIS DE CENTRAL;G1, JE;54.725;51.049;-6,7%;52;132;153,8%;4.395;20.002;26.338;7.232;20.491;0;25.268;4.963;5 anos e 11 meses;3 anos e 8 meses;72%;455%
TJSP;10248;SANTO ANDRE;SP;02 FAMILIA SUCESSOES DE SANTO ANDRE;G1, JE;5.521;4.702;-14,8%;441;565;28,1%;2.202;2.968;3.385;6.401;1.663;586;1.131;12;1 ano e 9 meses;3 anos e 8 meses;58%;135%
TJSP;9741;ITAPIRA;SP;01 CUMULATIVA DE ITAPIRA;G1, JE;6.838;7.129;4,3%;989;1.030;4,1%;2.786;2.565;8.134;6.240;1.880;445;1.494;75;1 ano e 7 meses;3 anos e 8 meses;70%;92%
TJSP;10834;FRANCA;SP;VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNESP DE FRANCA;G1, JE;677;896;32,3%;6;20;233,3%;391;170;650;115;198;30;404;2;10 meses;3 anos e 8 meses;84%;43%
TJSP;9401;BILAC;SP;VARA UNICA DE BILAC;G1, JE;3.900;3.865;-0,9%;504;606;20,2%;1.603;1.641;26;8.425;1.144;231;372;18;2 anos e 2 meses;3 anos e 8 meses;66%;102%
TJSP;10521;SAO PAULO;SP;14 CRIMINAL DE CENTRAL;G1, JE;6.627;3.736;-43,6%;66;356;439,4%;811;3.023;12.071;2.399;1.788;9;952;42;3 anos e 9 meses;3 anos e 8 meses;53%;373%
TJSP;85491;PANORAMA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 8 meses;100%;
TJSP;10718;TAQUARITINGA;SP;02 CUMULATIVA DE TAQUARITINGA;G1, JE;4.851;4.575;-5,7%;875;1.082;23,7%;1.880;2.174;1.570;9.086;1.519;321;1.056;34;1 ano e 10 meses;3 anos e 8 meses;61%;116%
TJSP;9756;ITARARE;SP;01 CUMULATIVA DE ITARARE;G1, JE;9.364;8.987;-4%;3.510;3.535;0,7%;2.417;2.781;4.143;8.802;1.812;921;993;13;6 anos e 3 meses;3 anos e 8 meses;66%;115%
TJSP;10278;SANTOS;SP;10 CIVEL DE SANTOS;G1, JE;6.986;6.946;-0,6%;3.100;3.379;9%;2.303;2.274;3;14.816;1.870;268;601;13;1 ano e 4 meses;3 anos e 8 meses;61%;99%
TJSP;10437;SAO PAULO;SP;03 FAMILIA SUCESSOES DE LAPA;G1;3.133;2.880;-8,1%;420;438;4,3%;1.388;1.564;8.555;5.485;1.066;281;893;33;1 ano e 3 meses;3 anos e 8 meses;61%;113%
TJSP;10311;SAO CAETANO DO SUL;SP;01 CRIMINAL DE SAO CAETANO DO SUL;G1, JE;1.351;1.365;1%;386;378;-2,1%;572;599;5.382;990;322;32;315;23;1 ano e 10 meses;3 anos e 8 meses;62%;105%
TJSP;9315;ARARAQUARA;SP;JURI/EXECUCOES DE ARARAQUARA;G1, JE;4.656;3.704;-20,4%;591;589;-0,3%;1.505;1.941;909;7.438;1.121;453;1.135;146;1 ano e 11 meses;3 anos e 8 meses;62%;129%
TJSP;85489;OUROESTE;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 8 meses;100%;
TJSP;9903;MIRANDOPOLIS;SP;02 CUMULATIVA DE MIRANDOPOLIS;G1, JE;6.916;6.667;-3,6%;1.668;1.696;1,7%;2.412;2.686;7.017;7.354;2.140;223;542;20;2 anos e 6 meses;3 anos e 8 meses;65%;111%
TJSP;10277;SANTOS;SP;09 CIVEL DE SANTOS;G1, JE;7.575;7.584;0,1%;3.450;3.891;12,8%;2.221;2.140;24;17.255;2.005;318;634;29;1 ano e 10 meses;3 anos e 8 meses;63%;96%
TJSP;85459;LIMEIRA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;9;9;0%;0;0;;0;0;0;0;0;0;9;0;;3 anos e 8 meses;100%;
TJSP;73908;BOTUCATU;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - BOTUCATU;G1;3;3;0%;0;0;;0;0;0;0;0;0;3;0;;3 anos e 8 meses;100%;
TJSP;9859;PIQUETE;SP;VARA UNICA DE PIQUETE;G1, JE;3.883;3.555;-8,4%;2.291;2.128;-7,1%;786;1.095;3.422;3.992;829;238;312;25;4 anos e 9 meses;3 anos e 8 meses;56%;139%
TJSP;9822;JUNDIAI;SP;02 CRIMINAL DE JUNDIAI;G1, JE;1.839;1.784;-3%;180;241;33,9%;1.032;1.140;2.139;2.066;542;22;892;106;1 ano e 5 meses;3 anos e 8 meses;58%;110%
TJSP;73890;ARARAS;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - ARARAS;G1;6;6;0%;0;0;;0;0;0;0;0;0;6;0;;3 anos e 8 meses;100%;
TJSP;9972;ORLANDIA;SP;01 CUMULATIVA DE ORLANDIA;G1, JE;13.093;9.665;-26,2%;7.203;5.458;-24,2%;2.021;5.396;11.760;6.858;2.669;1.376;1.084;33;4 anos e 9 meses;3 anos e 8 meses;44%;267%
TJSP;9699;INDAIATUBA;SP;01 CIVEL DE INDAIATUBA;G1, JE;12.087;12.764;5,6%;3.615;3.682;1,9%;2.435;1.813;1.691;6.055;1.254;503;1.018;4.107;2 anos e 6 meses;3 anos e 8 meses;83%;74%
TJSP;10492;SAO PAULO;SP;01 FAMILIA SUCESSOES DE PINHEIROS;G1;5.608;5.855;4,4%;1.317;1.377;4,6%;1.768;1.550;234;10.762;1.158;322;931;83;1 ano e 9 meses;3 anos e 8 meses;74%;88%
TJSP;10697;SUZANO;SP;01 CRIMINAL DE SUZANO;G1, JE;2.324;2.351;1,2%;176;181;2,8%;888;834;5.134;3.554;644;49;770;8;1 ano e 11 meses;3 anos e 8 meses;72%;94%
TJSP;9971;OLIMPIA;SP;SEF DE OLIMPIA;G1;14.858;12.742;-14,2%;4.532;3.245;-28,4%;3.449;5.525;961;9.364;3.340;1.246;5.099;12;7 anos e 2 meses;3 anos e 8 meses;63%;160%
TJSP;9457;CAMPINAS;SP;06 CIVEL DE CAMPINAS;G1, JE;12.913;13.212;2,3%;3.707;3.997;7,8%;3.921;3.071;1.219;16.025;2.988;567;982;547;3 anos e 4 meses;3 anos e 8 meses;75%;78%
TJSP;74730;PIRASSUNUNGA;SP;VARA PLANTÃO DA 11ª C J - PIRASSUNUNGA;G1, JE;322;365;13,4%;153;198;29,4%;234;1;23;217;0;0;76;3;;3 anos e 8 meses;99%;0%
TJSP;74037;SAO CAETANO DO SUL;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - SAO CAETANO DO SUL;G1;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;3 anos e 8 meses;100%;
TJSP;77102;SERTAOZINHO;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 8 meses;100%;
TJSP;10096;POMPEIA;SP;01 CUMULATIVA DE POMPEIA;G1, JE;8.238;8.299;0,7%;2.531;2.538;0,3%;2.618;2.490;6.700;7.204;1.664;1.076;1.600;118;3 anos e 11 meses;3 anos e 8 meses;70%;95%
TJSP;9866;MAIRIPORA;SP;01 CUMULATIVA DE MAIRIPORA;G1, JE;8.472;9.790;15,6%;614;672;9,4%;2.331;1.209;14.106;3.293;900;346;3.284;378;2 anos e 8 meses;3 anos e 7 meses;88%;52%
TJSP;59223;CACAPAVA;SP;CRIMINAL DE CACAPAVA;G1, JE;3.640;3.552;-2,4%;336;306;-8,9%;1.080;1.316;4.329;2.648;784;46;489;95;2 anos e 6 meses;3 anos e 7 meses;71%;122%
TJSP;59239;MAIRINQUE;SP;SEF DE MAIRINQUE;G1;12.864;13.657;6,2%;6.566;6.276;-4,4%;1.661;1.359;2.601;4.435;1.644;92;4.939;17;6 anos e 2 meses;3 anos e 7 meses;84%;82%
TJSP;18185;PORTO FELIZ;SP;SEF DE PORTO FELIZ;G1;7.122;6.378;-10,4%;271;1.093;303,3%;832;2.178;1.891;9.414;1.643;910;750;20;6 anos e 6 meses;3 anos e 7 meses;71%;262%
TJSP;9787;JACUPIRANGA;SP;01 CUMULATIVA DE JACUPIRANGA;G1, JE;7.245;5.463;-24,6%;1.578;1.978;25,3%;1.504;3.649;11.914;4.047;1.154;2.211;920;22;3 anos e 7 meses;3 anos e 7 meses;49%;243%
TJSP;59845;PIRACICABA;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 34 C.J. - PIRACICABA DE PIRACICABA;TR;290;135;-53,4%;139;31;-77,7%;0;163;91;84;2;0;5;1;2 anos e 2 meses;3 anos e 7 meses;3%;
TJSP;70860;SAO PAULO;SP;13ª CÂMARA DE DIREITO PRIVADO;G2;10.503;9.980;-5%;1.766;2.190;24%;15.310;13.283;13.404;12.298;1.233;1.153;884;1.758;4 meses;3 anos e 7 meses;37%;87%
TJSP;10835;FRANCA;SP;VARA JUIZADO ESPECIAL CIVEL DE FRANCA;G1, JE;20.940;22.093;5,5%;481;870;80,9%;7.740;5.506;13.942;11.860;5.094;983;7.363;630;1 ano e 2 meses;3 anos e 7 meses;79%;71%
TJSP;10109;PRAIA GRANDE;SP;02 CIVEL DE PRAIA GRANDE;G1, JE;14.411;15.142;5,1%;4.702;4.783;1,7%;3.849;3.126;6.123;10.737;2.773;684;4.152;410;2 anos e 2 meses;3 anos e 7 meses;77%;81%
TJSP;9890;MAUA;SP;01 CIVEL DE MAUA;G1, JE;6.237;6.193;-0,7%;1.922;1.943;1,1%;2.315;2.280;5.191;5.631;1.868;534;552;6;2 anos e 1 Mes;3 anos e 7 meses;65%;98%
TJSP;9961;ITAJOBI;SP;VARA UNICA DE ITAJOBI;G1, JE;7.531;7.864;4,4%;1.221;1.450;18,8%;1.964;1.674;4.699;4.401;1.223;451;1.836;51;2 anos e 1 Mes;3 anos e 7 meses;79%;85%
TJSP;9549;CUBATAO;SP;04 CUMULATIVA DE CUBATAO;G1, JE;3.741;4.136;10,6%;933;1.185;27%;1.732;1.386;5.685;6.906;959;221;750;4;1 ano e 2 meses;3 anos e 7 meses;68%;80%
TJSP;59905;MOJI MIRIM;SP;TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 7 C.J. - MOJI MIRIM DE MOJI MIRIM;TR;254;46;-81,9%;10;18;80%;1;226;118;50;7;1;1;1;2 anos e 11 meses;3 anos e 7 meses;1%;22.600%
TJSP;9257;AGUAÍ;SP;VARA UNICA DE AGUAI;G1, JE;7.380;6.481;-12,2%;3.086;2.424;-21,5%;2.218;3.186;11.935;5.243;2.560;1.165;886;23;3 anos e 3 meses;3 anos e 7 meses;56%;144%
TJSP;9947;MONTE APRAZIVEL;SP;01 CUMULATIVA DE MONTE APRAZIVEL;G1, JE;7.516;8.412;11,9%;1.722;1.694;-1,6%;2.215;1.344;8.245;4.689;1.440;672;3.161;33;2 anos e 5 meses;3 anos e 7 meses;83%;61%
