Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Dec_2023;CP_Dec_2024;%CP;Sus_Dec_2023;Sus_Dec_2024;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Dec_2024;Conc100_Dec_2024;TPSent_12_meses;TPCPL_Dec_2024;TC_Dec_2024;IAD_12_meses
TJSP;9772;ITUVERAVA;SP;02 CUMULATIVA DE ITUVERAVA;G1, JE;4.460;4.603;3,2%;1.118;1.436;28,4%;1.793;1.568;11.575;2.724;1.130;213;474;12;1 ano e 3 meses;3 anos e 7 meses;67%;87%
TJSP;10609;SAO PAULO;SP;01 FAMILIA SUCESSOES DE CENTRAL;G1;4.548;4.646;2,2%;1.180;1.319;11,8%;1.732;1.593;42;7.905;1.013;502;768;42;1 ano e 7 meses;3 anos e 7 meses;68%;92%
TJSP;13682;COTIA;SP;CRIMINAL DE COTIA;G1, JE;6.190;6.683;8%;800;851;6,4%;1.695;1.343;8.613;3.174;1.229;160;2.054;54;3 anos e 2 meses;3 anos e 7 meses;81%;79%
TJSP;18332;MOGI DAS CRUZES;SP;03 CRIMINAL DE MOGI DAS CRUZES;G1, JE;10.885;10.082;-7,4%;689;845;22,6%;2.245;2.867;2.609;9.087;1.941;8;4.142;412;2 anos e 10 meses;3 anos e 7 meses;76%;128%
TJSP;85286;ARACATUBA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;4;4;0%;0;0;;1;1;1;0;0;0;4;0;;3 anos e 7 meses;80%;100%
TJSP;10493;SAO PAULO;SP;02 FAMILIA SUCESSOES DE PINHEIROS;G1;4.069;4.129;1,5%;1.055;1.172;11,1%;1.827;1.840;11.454;8.132;1.277;238;876;67;1 ano e 2 meses;3 anos e 7 meses;62%;101%
TJSP;10273;SANTOS;SP;05 CIVEL DE SANTOS;G1, JE;8.639;8.598;-0,5%;5.492;5.637;2,6%;2.078;2.149;322;15.380;1.646;318;386;29;2 anos e 2 meses;3 anos e 7 meses;57%;103%
TJSP;10101;PORTO FELIZ;SP;02 CUMULATIVA DE PORTO FELIZ;G1, JE;5.174;4.956;-4,2%;966;1.050;8,7%;2.029;1.991;1.395;7.248;1.493;868;502;25;5 anos e 11 meses;3 anos e 7 meses;66%;98%
TJSP;9654;GUARUJA;SP;04 CIVEL DE GUARUJA;G1, JE;7.883;8.667;9,9%;1.086;1.326;22,1%;3.094;2.284;11.720;9.185;1.503;496;1.469;30;1 ano e 8 meses;3 anos e 7 meses;76%;74%
TJSP;85564;VOTUPORANGA;SP;CEJUSC - PRE-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 7 meses;100%;
TJSP;10535;SAO PAULO;SP;29 CRIMINAL DE CENTRAL;G1, JE;1.655;1.705;3%;469;551;17,5%;806;856;4.131;2.824;812;4;370;55;1 ano e 2 meses;3 anos e 7 meses;57%;106%
TJSP;9668;GUARULHOS;SP;03 CRIMINAL DE GUARULHOS;G1, JE;1.712;1.541;-10%;445;483;8,5%;460;690;2.780;2.855;473;0;371;6;2 anos e 5 meses;3 anos e 7 meses;61%;150%
TJSP;10235;SANTO ANDRE;SP;04 CIVEL DE SANTO ANDRE;G1, JE;9.768;10.031;2,7%;2.793;3.082;10,3%;3.283;3.012;14.071;6.783;2.346;556;993;57;1 ano e 8 meses;3 anos e 7 meses;70%;92%
TJSP;10511;SAO PAULO;SP;04 CRIMINAL DE CENTRAL;G1, JE;2.622;2.157;-17,7%;504;792;57,1%;846;1.399;6.701;2.506;1.133;0;438;13;2 anos e 5 meses;3 anos e 7 meses;49%;165%
TJSP;73906;BIRIGUI;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - BIRIGUI;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 7 meses;100%;
TJSP;59879;SAO PAULO;SP;06 TURMA CIVEL E CRIMINAL DO V COLEGIO RECURSAL DA CAPITAL DE PENHA;TR;221;32;-85,5%;6;8;33,3%;2;194;52;16;0;0;13;1;1 ano e 4 meses;3 anos e 7 meses;11%;9.700%
TJSP;10455;SAO PAULO;SP;01 CRIMINAL DE PENHA;G1, JE;1.236;1.086;-12,1%;378;329;-13%;312;487;2.824;822;582;1;310;24;2 anos;3 anos e 7 meses;61%;156%
TJSP;10255;SANTOS;SP;01 FAMILIA SUCESSOES DE SANTOS;G1, JE;6.316;5.867;-7,1%;1.594;1.811;13,6%;2.118;2.689;8.377;10.559;1.735;616;886;12;1 ano e 11 meses;3 anos e 7 meses;60%;127%
TJSP;59761;GUARULHOS;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 44 C.J. - GUARULHOS DE GUARULHOS;TR;63;6;-90,5%;17;1;-94,1%;0;71;30;10;3;0;3;0;2 anos;3 anos e 7 meses;4%;
TJSP;76931;MOGI DAS CRUZES;SP;CEJUSC - PRÉ PROCESSUAL - JUNDIAPEBA;G1;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;3 anos e 6 meses;100%;
TJSP;59758;FRANCA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 38 C.J. - FRANCA DE FRANCA;TR;90;33;-63,3%;23;14;-39,1%;0;59;23;6;17;0;8;1;8 meses;3 anos e 6 meses;18%;
TJSP;73972;LIMEIRA;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - LIMEIRA;G1;4;4;0%;0;0;;0;0;0;0;0;0;4;0;;3 anos e 6 meses;100%;
TJSP;10152;REGENTE FEIJO;SP;VARA UNICA DE REGENTE FEIJO;G1, JE;11.862;10.685;-9,9%;3.635;3.949;8,6%;2.639;3.865;9.335;6.507;2.404;1.251;1.265;53;3 anos e 10 meses;3 anos e 6 meses;63%;146%
TJSP;9609;FRANCISCO MORATO;SP;01 CUMULATIVA DE FRANCISCO MORATO;G1, JE;14.083;14.116;0,2%;845;1.237;46,4%;4.134;3.781;2.169;11.260;2.160;608;4.156;290;2 anos e 5 meses;3 anos e 6 meses;77%;91%
TJSP;10427;SAO PAULO;SP;01 CRIMINAL DE JABAQUARA;G1, JE;1.811;1.614;-10,9%;656;656;0%;515;706;2.855;1.092;515;1;528;13;2 anos e 3 meses;3 anos e 6 meses;57%;137%
TJSP;9782;JACAREI;SP;02 CRIMINAL DE JACAREI;G1, JE;2.554;2.812;10,1%;397;498;25,4%;1.267;1.146;3.557;6.459;728;118;590;110;1 ano e 6 meses;3 anos e 6 meses;67%;90%
TJSP;10564;SAO PAULO;SP;13 FAZENDA PUBLICA DE CENTRAL;G1;21.626;24.093;11,4%;10.315;11.237;8,9%;5.784;3.575;10.778;20.518;2.326;618;2.648;567;2 anos e 1 Mes;3 anos e 6 meses;78%;62%
TJSP;10527;SAO PAULO;SP;20 CRIMINAL DE CENTRAL;G1, JE;2.731;1.757;-35,7%;218;216;-0,9%;871;1.542;5.849;2.092;776;6;500;10;1 ano e 1 Mes;3 anos e 6 meses;50%;177%
TJSP;10918;SAO JOSE DOS CAMPOS;SP;INFANCIA JUVENTUDE DE SAO JOSE DOS CAMPOS;G1;2.153;2.201;2,2%;3;3;0%;1.106;1.004;8.071;2.184;469;223;861;7;1 ano;3 anos e 6 meses;69%;91%
TJSP;85548;SUZANO;SP;CEJUSC - PRE-PROCESSUAL;G1;15;15;0%;0;0;;13;13;12;0;0;0;14;0;;3 anos e 6 meses;54%;100%
TJSP;9804;JAU;SP;03 CIVEL DE JAU;G1, JE;9.960;10.271;3,1%;2.759;3.025;9,6%;2.849;2.481;3.202;7.135;1.505;429;1.166;223;2 anos;3 anos e 6 meses;74%;87%
TJSP;9254;ADAMANTINA;SP;02 CUMULATIVA DE ADAMANTINA;G1, JE;4.373;4.578;4,7%;1.239;1.367;10,3%;2.349;2.123;7.057;8.393;1.711;263;930;14;1 ano e 6 meses;3 anos e 6 meses;60%;90%
TJSP;10026;PEDERNEIRAS;SP;01 CUMULATIVA DE PEDERNEIRAS;G1, JE;10.454;10.011;-4,2%;3.445;3.228;-6,3%;2.167;2.630;5.249;6.088;2.059;344;1.987;38;3 anos e 5 meses;3 anos e 6 meses;72%;121%
TJSP;10595;SAO PAULO;SP;31 CIVEL DE CENTRAL;G1, JE;14.791;16.025;8,3%;5.468;6.066;10,9%;5.226;3.830;7.325;22.763;2.799;1.232;2.275;96;1 ano e 2 meses;3 anos e 6 meses;72%;73%
TJSP;9932;MOGI GUAÇU;SP;CRIMINAL DE MOJI GUACU;G1, JE;9.568;8.062;-15,7%;851;1.133;33,1%;2.028;3.373;4.888;3.801;1.708;4;3.658;111;3 anos e 1 Mes;3 anos e 6 meses;67%;166%
TJSP;10669;SOROCABA;SP;01 CIVEL DE SOROCABA;G1, JE;16.006;16.705;4,4%;4.140;4.598;11,1%;3.214;2.516;5.255;10.076;1.645;719;1.687;754;2 anos e 5 meses;3 anos e 6 meses;83%;78%
TJSP;82276;GUARULHOS;SP;SEF DE GUARULHOS;G1;789.157;415.955;-47,3%;653.676;329.139;-49,6%;14.215;386.538;169.732;173.565;27.770;375.477;33.000;447;4 anos e 6 meses;3 anos e 6 meses;18%;2.719%
TJSP;10335;SAO JOSE DO RIO PARDO;SP;01 CUMULATIVA DE SAO JOSE DO RIO PARDO;G1, JE;7.838;7.806;-0,4%;1.728;1.647;-4,7%;2.052;2.167;5.156;5.098;1.552;4.990;2.157;100;11 anos e 5 meses;3 anos e 6 meses;74%;106%
TJSP;10276;SANTOS;SP;08 CIVEL DE SANTOS;G1, JE;7.300;7.469;2,3%;3.313;3.325;0,4%;2.207;1.931;7.108;5.521;1.534;274;836;23;1 ano e 8 meses;3 anos e 6 meses;68%;87%
TJSP;74063;VINHEDO;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - VINHEDO;G1;3;3;0%;0;0;;0;0;0;0;0;0;3;0;;3 anos e 6 meses;100%;
TJSP;10081;PIRAPOZINHO;SP;01 CUMULATIVA DE PIRAPOZINHO;G1, JE;8.676;8.088;-6,8%;2.607;2.182;-16,3%;1.922;2.522;4.426;5.290;1.794;501;1.879;85;3 anos e 10 meses;3 anos e 6 meses;70%;131%
TJSP;73924;SAO PAULO;SP;COORDENADORIA DO CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - CENTRAL;G1, JE;18;18;0%;0;0;;0;0;0;0;0;0;18;0;;3 anos e 6 meses;100%;
TJSP;10432;SAO PAULO;SP;04 CIVEL DE LAPA;G1, JE;11.778;11.585;-1,6%;3.110;3.984;28,1%;5.081;4.956;1.378;41.867;2.992;1.030;1.919;63;1 ano e 2 meses;3 anos e 6 meses;61%;98%
TJSP;10242;SANTO ANDRE;SP;01 CRIMINAL DE SANTO ANDRE;G1, JE;780;828;6,2%;295;294;-0,3%;495;437;1.060;1.740;431;3;173;1;10 meses;3 anos e 6 meses;55%;88%
TJSP;10578;SAO PAULO;SP;14 CIVEL DE CENTRAL;G1, JE;11.190;10.685;-4,5%;2.923;2.740;-6,3%;5.557;5.580;31.666;27.028;3.514;1.315;1.473;112;1 ano e 2 meses;3 anos e 6 meses;59%;100%
TJSP;9649;GUARUJA;SP;01 CRIMINAL DE GUARUJA;G1, JE;4.142;3.148;-24%;507;446;-12%;1.285;2.753;2.025;6.797;2.450;10;778;14;2 anos e 7 meses;3 anos e 6 meses;50%;214%
TJSP;10175;RIBEIRAO PRETO;SP;08 VARA CIVEL DE RIBEIRAO PRETO;G1, JE;15.846;16.540;4,4%;3.164;3.533;11,7%;4.680;3.930;12.854;8.531;2.445;781;379;78;2 anos e 2 meses;3 anos e 6 meses;77%;84%
TJSP;10961;SAO JOSE DO RIO PRETO;SP;EXECUCOES CRIMINAIS DE SAO JOSE DO RIO PRETO;G1;21.318;22.709;6,5%;341;520;52,5%;3.969;1.915;6.688;9.606;5.355;0;11.412;168;2 anos e 9 meses;3 anos e 6 meses;92%;48%
TJSP;10649;SAO VICENTE;SP;03 CRIMINAL DE SAO VICENTE;G1, JE;3.060;3.274;7%;388;456;17,5%;1.445;1.306;6.713;1.683;547;341;926;13;2 anos;3 anos e 6 meses;68%;90%
TJSP;10274;SANTOS;SP;06 CIVEL DE SANTOS;G1, JE;7.684;8.192;6,6%;3.416;3.482;1,9%;1.992;1.375;15.560;5.046;1.147;212;1.290;38;1 ano e 8 meses;3 anos e 6 meses;77%;69%
TJSP;10275;SANTOS;SP;07 CIVEL DE SANTOS;G1, JE;7.485;7.745;3,5%;4.125;4.412;7%;2.141;1.803;11.415;5.554;1.253;185;786;17;1 ano e 5 meses;3 anos e 6 meses;65%;84%
TJSP;10367;SAO JOSE DOS CAMPOS;SP;JURI/EXECUCOES DE SAO JOSE DOS CAMPOS;G1, JE;13.861;11.636;-16,1%;112;980;775%;2.101;5.478;7.502;10.152;2.383;636;2.475;152;3 anos e 8 meses;3 anos e 6 meses;66%;261%
TJSP;10894;RIBEIRAO PRETO;SP;VARA JUIZADO ESPECIAL CRIMINAL DE RIBEIRAO PRETO;G1, JE;3.126;3.235;3,5%;43;29;-32,6%;1.089;900;658;810;526;7;1.489;389;2 anos e 10 meses;3 anos e 5 meses;78%;83%
TJSP;85493;PAULINIA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;1;1;0;0;1;0;1;1;0 anos;3 anos e 5 meses;50%;100%
TJSP;10584;SAO PAULO;SP;20 CIVEL DE CENTRAL;G1, JE;13.491;15.281;13,3%;4.817;5.602;16,3%;5.329;3.300;1.459;24.887;2.819;829;2.302;147;1 ano e 3 meses;3 anos e 5 meses;74%;62%
TJSP;9695;IGUAPE;SP;02 CUMULATIVA DE IGUAPE;G1, JE;6.198;6.490;4,7%;227;454;100%;1.762;1.513;5.360;5.034;1.123;243;2.060;40;2 anos e 10 meses;3 anos e 5 meses;80%;86%
TJSP;9605;FRANCA;SP;JURI/EXEC./INF.JUV. DE FRANCA;G1, JE;12.618;13.752;9%;42;40;-4,8%;2.527;1.421;8.674;3.360;2.397;328;8.535;697;2 anos e 5 meses;3 anos e 5 meses;91%;56%
TJSP;9503;CARAPICUIBA;SP;01 CRIMINAL DE CARAPICUIBA;G1, JE;3.778;2.769;-26,7%;997;1.017;2%;1.309;2.206;3.498;5.419;1.119;201;480;14;2 anos e 1 Mes;3 anos e 5 meses;44%;169%
TJSP;10394;SAO PAULO;SP;04 FAMILIA SUCESSOES DE SANTANA;G1;6.640;6.914;4,1%;946;1.180;24,7%;2.873;2.513;507;18.968;1.663;735;1.700;12;1 ano e 5 meses;3 anos e 5 meses;69%;87%
TJSP;9577;ELDORADO;SP;VARA UNICA DE ELDORADO;G1, JE;4.674;3.891;-16,8%;1.374;1.166;-15,1%;1.722;2.499;2.664;3.119;929;697;664;69;3 anos e 7 meses;3 anos e 5 meses;52%;145%
TJSP;10512;SAO PAULO;SP;05 CRIMINAL DE CENTRAL;G1, JE;4.823;2.441;-49,4%;414;571;37,9%;800;2.444;10.066;2.664;1.210;4;173;7;2 anos e 5 meses;3 anos e 5 meses;43%;306%
TJSP;9915;MOCOCA;SP;02 CUMULATIVA DE MOCOCA;G1, JE;5.458;5.886;7,8%;567;706;24,5%;2.722;2.359;12.430;5.400;1.577;363;741;60;1 ano e 6 meses;3 anos e 5 meses;69%;87%
TJSP;10343;SAO JOSE DO RIO PRETO;SP;06 CIVEL DE SAO JOSE DO RIO PRETO;G1, JE;15.267;15.630;2,4%;3.092;3.357;8,6%;4.219;3.750;4.814;11.300;4.632;761;2.167;1.330;2 anos e 6 meses;3 anos e 5 meses;77%;89%
TJSP;10075;PIRAJU;SP;01 CUMULATIVA DE PIRAJU;G1, JE;8.128;7.732;-4,9%;2.577;2.618;1,6%;1.895;2.275;6.964;6.512;1.696;305;1.014;65;3 anos e 11 meses;3 anos e 5 meses;69%;120%
TJSP;59782;AMPARO;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 54 C.J. - AMPARO DE AMPARO;TR;351;162;-53,8%;4;6;50%;2;191;89;2;0;0;61;7;3 anos e 5 meses;3 anos e 5 meses;45%;9.550%
TJSP;59865;RIBEIRAO PRETO;SP;4 TURMA CIVEL DO COLEGIO RECURSAL DA 41ª C.J. - RIBEIRAO PRETO DE RIBEIRAO PRETO;TR;320;28;-91,2%;49;4;-91,8%;10;343;356;17;5;0;7;0;2 anos e 4 meses;3 anos e 5 meses;4%;3.430%
TJSP;10448;SAO PAULO;SP;01 CIVEL DE PENHA;G1, JE;13.322;14.176;6,4%;4.479;4.952;10,6%;3.810;2.967;171;20.105;2.349;832;1.379;48;1 ano e 10 meses;3 anos e 5 meses;76%;78%
TJSP;70862;SAO PAULO;SP;15ª CÂMARA DE DIREITO PRIVADO;G2;9.933;11.262;13,4%;2.420;2.846;17,6%;16.728;13.648;14.940;12.802;930;783;1.172;1.731;2 meses;3 anos e 5 meses;38%;82%
TJSP;10430;SAO PAULO;SP;02 CIVEL DE LAPA;G1, JE;14.562;14.099;-3,2%;2.670;3.370;26,2%;5.076;5.229;13.235;15.306;3.430;1.140;1.485;539;2 anos e 1 Mes;3 anos e 5 meses;67%;103%
TJSP;10174;RIBEIRAO PRETO;SP;07 VARA CIVEL DE RIBEIRAO PRETO;G1, JE;15.319;16.261;6,1%;3.171;3.541;11,7%;4.671;3.776;8.722;11.457;3.148;907;686;996;2 anos;3 anos e 5 meses;77%;81%
TJSP;9631;GUAIRA;SP;01 CUMULATIVA DE GUAIRA;G1, JE;7.577;8.040;6,1%;2.662;2.635;-1%;2.165;2.101;7.925;6.572;1.689;749;1.644;21;4 anos e 10 meses;3 anos e 5 meses;72%;97%
TJSP;9720;ITAPECERICA DA SERRA;SP;03 CUMULATIVA DE ITAPECERICA DA SERRA;G1, JE;6.221;6.430;3,4%;927;987;6,5%;2.333;2.095;1.532;6.946;1.189;571;1.480;135;1 ano e 8 meses;3 anos e 5 meses;72%;90%
TJSP;85338;FRANCISCO MORATO;SP;CEJUSC - PRÉ-PROCESSUAL;G1;2;2;0%;0;0;;1;0;0;0;0;0;2;0;;3 anos e 5 meses;100%;0%
TJSP;9513;CATANDUVA;SP;03 CIVEL DE CATANDUVA;G1, JE;7.140;7.229;1,2%;2.116;2.455;16%;2.495;2.365;3.661;7.071;1.518;399;1.051;47;1 ano e 9 meses;3 anos e 5 meses;67%;95%
TJSP;74012;PIRASSUNUNGA;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - PIRASSUNUNGA;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 5 meses;100%;
TJSP;85472;MOGI DAS CRUZES;SP;CEJUSC - PRÉ-PROCESSUAL;G1;5;6;20%;0;0;;4;4;0;1;3;0;6;0;1 Mes;3 anos e 5 meses;60%;100%
TJSP;9703;INDAIATUBA;SP;01 CRIMINAL DE INDAIATUBA;G1, JE;4.638;4.571;-1,4%;781;912;16,8%;1.531;1.527;2.935;3.591;1.099;87;1.450;147;1 ano e 7 meses;3 anos e 5 meses;71%;100%
TJSP;9935;MOJI MIRIM;SP;03 CUMULATIVA DE MOJI MIRIM;G1, JE;6.032;5.602;-7,1%;1.601;1.881;17,5%;1.961;2.277;1.563;11.005;1.446;446;905;44;2 anos e 1 Mes;3 anos e 5 meses;62%;116%
TJSP;9534;COTIA;SP;02 CIVEL DE COTIA;G1, JE;15.986;17.137;7,2%;4.749;5.252;10,6%;5.501;6.201;15.286;15.023;2.855;1.142;3.192;186;1 ano e 8 meses;3 anos e 5 meses;66%;113%
TJSP;9923;MOGI DAS CRUZES;SP;01 CRIMINAL DE MOGI DAS CRUZES;G1, JE;2.579;2.054;-20,4%;668;633;-5,2%;377;881;4.147;2.825;506;6;572;27;3 anos e 1 Mes;3 anos e 5 meses;62%;234%
TJSP;10712;TAMBAU;SP;VARA UNICA DE TAMBAU;G1, JE;8.140;7.678;-5,7%;2.377;2.368;-0,4%;2.211;2.667;7.251;5.377;1.826;455;1.281;39;2 anos e 10 meses;3 anos e 5 meses;66%;121%
TJSP;10935;SANTA ISABEL;SP;02 CUMULATIVA DE SANTA ISABEL;G1, JE;5.994;5.969;-0,4%;1.308;1.298;-0,8%;2.053;2.049;3.559;11.972;1.278;403;719;45;2 anos e 5 meses;3 anos e 5 meses;69%;100%
TJSP;9303;ARACATUBA;SP;VARA DAS EXECUCOES CRIMINAIS E DA INFANCIA E DA JUVENTUDE DA COMARCA DE ARACATUBA;G1;14.127;16.698;18,2%;1.101;1.500;36,2%;3.192;4.605;3.709;7.061;4.018;158;8.986;141;3 anos e 2 meses;3 anos e 5 meses;77%;144%
TJSP;10308;SAO CAETANO DO SUL;SP;03 CIVEL DE SAO CAETANO DO SUL;G1, JE;6.279;6.951;10,7%;2.925;3.071;5%;1.924;1.282;5.070;4.615;1.056;198;908;30;1 ano e 3 meses;3 anos e 5 meses;75%;67%
TJSP;10626;SAO PAULO;SP;02 FALENCIAS, RECUPERACAO JUDICIAL E CONFLITOS RELACIONADOS À ARBITRAGEM DE CENTRAL;G1, JE;11.640;5.965;-48,8%;298;822;175,8%;3.673;9.395;727;30.809;821;1.390;218;44;2 anos e 6 meses;3 anos e 5 meses;35%;256%
TJSP;9988;OSASCO;SP;JURI/EXECUCOES DE OSASCO;G1, JE;9.164;6.478;-29,3%;138;181;31,2%;1.753;4.783;7.027;2.333;4.836;34;1.636;115;2 anos e 10 meses;3 anos e 5 meses;57%;273%
TJSP;9914;MOCOCA;SP;01 CUMULATIVA DE MOCOCA;G1, JE;7.871;8.917;13,3%;1.542;1.728;12,1%;2.889;1.907;8.839;5.997;1.429;301;1.421;1.120;1 ano e 11 meses;3 anos e 5 meses;79%;66%
TJSP;10178;RIBEIRAO PRETO;SP;01 FAMILIA SUCESSOES DE RIBEIRAO PRETO;G1, JE;12.063;11.801;-2,2%;687;904;31,6%;2.790;3.417;9.670;12.294;2.317;962;2.350;50;2 anos e 6 meses;3 anos e 5 meses;76%;122%
TJSP;9952;MONTE MOR;SP;01 CUMULATIVA DE MONTE MOR;G1, JE;8.706;8.851;1,7%;1.866;1.817;-2,6%;2.518;2.198;637;8.800;1.521;425;2.194;193;2 anos e 1 Mes;3 anos e 5 meses;76%;87%
TJSP;71071;SAO PAULO;SP;11º GRUPO DE CÂMARAS DE DIREITO PRIVADO;G2;40;52;30%;2;0;-100%;30;21;30;130;6;7;6;3;4 meses;3 anos e 4 meses;71%;70%
TJSP;9848;LIMEIRA;SP;03 CRIMINAL DE LIMEIRA;G1, JE;2.502;2.312;-7,6%;475;374;-21,3%;1.028;1.249;3.710;2.905;656;480;828;10;1 ano e 2 meses;3 anos e 4 meses;61%;121%
TJSP;73923;CATANDUVA;SP;01 CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - CATANDUVA;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 4 meses;100%;
TJSP;10165;RIBEIRAO PIRES;SP;03 CUMULATIVA DE RIBEIRAO PIRES;G1, JE;5.983;5.591;-6,6%;1.754;1.906;8,7%;2.449;2.746;7.503;5.459;1.689;403;564;16;2 anos e 1 Mes;3 anos e 4 meses;57%;112%
TJSP;14092;SAO JOAO DA BOA VISTA;SP;CRIMINAL DE SAO JOAO DA BOA VISTA;G1, JE;6.776;7.217;6,5%;637;817;28,3%;1.690;1.428;2.123;3.735;1.206;202;3.497;129;2 anos;3 anos e 4 meses;82%;84%
TJSP;9992;OSASCO;SP;04 CRIMINAL DE OSASCO;G1, JE;3.307;3.370;1,9%;968;1.223;26,3%;1.083;1.118;3.694;1.426;740;1;1.032;18;3 anos e 1 Mes;3 anos e 4 meses;66%;103%
TJSP;73995;OSASCO;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - OSASCO;G1;5;5;0%;0;0;;0;0;0;0;0;0;5;0;;3 anos e 4 meses;100%;
TJSP;9742;ITAPIRA;SP;02 CUMULATIVA DE ITAPIRA;G1, JE;6.717;7.227;7,6%;1.150;1.303;13,3%;2.554;2.051;13.952;4.743;1.527;303;1.186;213;1 ano e 8 meses;3 anos e 4 meses;74%;80%
TJSP;74033;SAO PAULO;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - SANTO AMARO;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 4 meses;100%;
TJSP;10876;CONCHAL;SP;VARA UNICA DE CONCHAL;G1, JE;11.503;7.923;-31,1%;1.273;1.254;-1,5%;2.595;6.103;5.281;13.730;4.371;510;1.609;45;4 anos e 10 meses;3 anos e 4 meses;52%;235%
TJSP;10172;RIBEIRAO PRETO;SP;05 VARA CIVEL DE RIBEIRAO PRETO;G1, JE;16.329;16.369;0,2%;4.321;5.237;21,2%;5.384;5.132;19.137;13.707;3.784;955;1.047;124;1 ano e 11 meses;3 anos e 4 meses;68%;95%
TJSP;9448;CAMPINAS;SP;02 CUMULATIVA DE VILA MIMOSA;G1, JE;9.686;10.231;5,6%;2.093;2.291;9,5%;3.171;3.727;6.619;16.239;1.760;596;1.802;50;1 ano e 3 meses;3 anos e 4 meses;68%;118%
TJSP;10770;VALPARAISO;SP;01 CUMULATIVA DE VALPARAISO;G1, JE;8.927;8.197;-8,2%;1.722;1.705;-1%;2.286;3.003;6.945;5.683;2.324;487;2.095;99;2 anos e 5 meses;3 anos e 4 meses;68%;131%
TJSP;9619;FRANCO DA ROCHA;SP;01 CIVEL DE FRANCO DA ROCHA;G1, JE;8.168;8.483;3,9%;301;718;138,5%;2.322;1.923;4.095;9.463;1.424;587;700;278;2 anos e 7 meses;3 anos e 4 meses;80%;83%
TJSP;10681;SOROCABA;SP;04 CRIMINAL DE SOROCABA;G1, JE;834;727;-12,8%;266;262;-1,5%;314;465;3.120;1.938;380;0;124;3;1 ano e 9 meses;3 anos e 4 meses;50%;148%
TJSP;17578;SAO PAULO;SP;02 FAMILIA SUCESSOES DE BUTANTA;G1, JE;4.101;4.416;7,7%;1.266;1.464;15,6%;1.806;1.540;118;17.107;1.292;278;1.178;97;10 meses;3 anos e 4 meses;66%;85%
TJSP;9645;GUARUJA;SP;03 CRIMINAL DE GUARUJA;G1, JE;2.704;2.572;-4,9%;403;389;-3,5%;529;736;2.209;1.874;571;82;714;2;2 anos e 6 meses;3 anos e 4 meses;75%;139%
TJSP;10451;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL CIVEL DE PENHA;G1, JE;8.754;9.742;11,3%;176;317;80,1%;6.563;6.115;13.495;10.008;3.041;971;2.047;87;9 meses;3 anos e 4 meses;61%;93%
TJSP;73938;GUARATINGUETA;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - GUARATINGUETA;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 4 meses;100%;
TJSP;12717;EMBU DAS ARTES;SP;01 CUMULATIVA DE EMBU DAS ARTES;G1, JE;12.177;13.294;9,2%;1.181;1.811;53,3%;4.363;3.464;3.055;19.115;2.365;864;3.950;43;2 anos e 4 meses;3 anos e 4 meses;77%;79%
TJSP;9418;BOTUCATU;SP;SAF DE BOTUCATU;G1;12.276;7.834;-36,2%;6.773;4.346;-35,8%;96;4.452;4.608;4.640;2.593;1.642;417;7;6 anos e 9 meses;3 anos e 4 meses;44%;4.638%
TJSP;71019;RIO CLARO;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 9 C.J. - RIO CLARO DE RIO CLARO;TR;161;21;-87%;40;11;-72,5%;0;146;153;20;10;0;7;0;2 anos e 9 meses;3 anos e 4 meses;6%;
TJSP;10017;PARAGUACU PAULISTA;SP;01 CUMULATIVA DE PARAGUACU PAULISTA;G1, JE;9.405;7.574;-19,5%;538;678;26%;1.985;5.353;1.144;9.475;1.619;3.113;2.709;75;3 anos e 6 meses;3 anos e 4 meses;56%;270%
