Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Dec_2023;CP_Dec_2024;%CP;Sus_Dec_2023;Sus_Dec_2024;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Dec_2024;Conc100_Dec_2024;TPSent_12_meses;TPCPL_Dec_2024;TC_Dec_2024;IAD_12_meses;TPSent_12_meses_num;TPCPL_Dec_2024_num
TJSP;10541;SAO PAULO;SP;03 EXECUCOES CRIMINAIS DE CENTRAL;G1;33.450;25.266;-24,5%;83.0;344.0;314,5%;3.185;14.303;18.527;4.429;6.533;0.0;9.531;3.751;7 anos e 10 meses;4 anos e 3 meses;64%;449%;94.0;51.0
TJSP;9548;CUBATAO;SP;03 CUMULATIVA DE CUBATAO;G1, JE;5.556;5.623;1,2%;760.0;980.0;28,9%;1.841;1.804;2.558;5.304;1.426;274.0;824.0;369.0;2 anos;4 anos e 3 meses;72%;98%;24.0;51.0
TJSP;10530;SAO PAULO;SP;23 CRIMINAL DE CENTRAL;G1, JE;4.379;2.565;-41,4%;599.0;611.0;2%;840.0;1.882;580.0;4.385;1.544;6.0;502.0;69.0;4 anos e 4 meses;4 anos e 3 meses;51%;224%;52.0;51.0
TJSP;10099;PORANGABA;SP;VARA UNICA DE PORANGABA;G1, JE;17.939;18.505;3,2%;7.054;7.122;1%;3.226;2.844;2.073;9.686;1.674;503.0;4.875;33.0;3 anos e 4 meses;4 anos e 3 meses;80%;88%;40.0;51.0
TJSP;9371;BARUERI;SP;01 CRIMINAL DE BARUERI;G1, JE;6.262;5.031;-19,7%;427.0;769.0;80,1%;1.306;2.867;8.1;2.903;1.831;9.0;1.012;50.0;2 anos e 9 meses;4 anos e 3 meses;60%;220%;33.0;51.0
TJSP;10417;SAO PAULO;SP;03 JURI CENTRAL - BARRA FUNDA - INATIVA;G1, JE;1.055;879.0;-16,7%;210.0;137.0;-34,8%;165.0;308.0;122.0;3.293;256.0;171.0;101.0;2.0;5 anos e 7 meses;4 anos e 3 meses;70%;187%;67.0;51.0
TJSP;9331;ASSIS;SP;02 CRIMINAL E ANEXO VIOL. DOMEST. E FAM. CONTRA A MULHER DE ASSIS;G1, JE;1.608;1.435;-10,8%;430.0;449.0;4,4%;992.0;1.317;4.55;3.315;562.0;6.0;274.0;15.0;1 ano e 11 meses;4 anos e 3 meses;43%;133%;23.0;51.0
TJSP;10058;PIRACAIA;SP;02 CUMULATIVA DE PIRACAIA;G1, JE;6.490;5.652;-12,9%;910.0;1.03;13,2%;1.658;2.523;555.0;9.624;1.942;939.0;549.0;5.0;4 anos e 3 meses;4 anos e 3 meses;65%;152%;51.0;51.0
TJSP;10304;SAO BERNARDO DO CAMPO;SP;INFANCIA JUVENTUDE DE SAO BERNARDO DO CAMPO;G1;1.769;1.825;3,2%;59.0;43.0;-27,1%;1.152;1.04;3.422;4.337;691.0;206.0;797.0;14.0;9 meses;4 anos e 3 meses;63%;90%;9.0;51.0
TJSP;76819;SAO PAULO;SP;BARRA FUNDA - DIPO 3 - SEÇÃO 3.2.3;G1, JE;505;435.0;-13,9%;8.0;6.0;-25%;414.0;333.0;555.0;1.209;23.0;5.0;211.0;35.0;6 meses;4 anos e 2 meses;56%;80%;6.0;50.0
TJSP;10624;SAO PAULO;SP;VARA EXEC FISC EST FAZENDA DE CENTRAL;G1, JE;138.851;111.856;-19,4%;92.751;65.694;-29,2%;4.708;31.264;33.691;57.197;30.275;1.232;24.613;164.0;20 anos e 3 meses;4 anos e 2 meses;60%;664%;243.0;50.0
TJSP;9426;BRAGANCA PAULISTA;SP;SAF DE BRAGANCA PAULISTA;G1;43.614;41.02;-5,9%;11.678;11.542;-1,2%;1.148;3.546;4.402;5.981;4.543;1.112;20.083;166.0;6 anos e 3 meses;4 anos e 2 meses;89%;309%;75.0;50.0
TJSP;18301;HORTOLANDIA;SP;1 CIVEL DE HORTOLANDIA;G1, JE;12.630;10.698;-15,3%;2.181;2.329;6,8%;4.253;4.011;7.484;14.409;2.834;1.036;2.19;85.0;1 ano e 11 meses;4 anos e 2 meses;68%;94%;23.0;50.0
TJSP;9540;CRAVINHOS;SP;01 CUMULATIVA DE CRAVINHOS;G1, JE;12.491;8.479;-32,1%;5.745;3.053;-46,9%;1.963;5.996;8.092;4.605;1.2;4.642;1.562;68.0;4 anos e 10 meses;4 anos e 2 meses;47%;305%;58.0;50.0
TJSP;70869;SAO PAULO;SP;22ª CÂMARA DE DIREITO PRIVADO;G2;7.315;10.953;49,7%;1.959;2.342;19,6%;15.66;10.196;10.859;10.76;534.0;724.0;1.19;3.138;2 meses;4 anos e 2 meses;46%;65%;2.0;50.0
TJSP;9751;ITAQUAQUECETUBA;SP;01 CIVEL DE ITAQUAQUECETUBA;G1, JE;12.383;12.752;3%;2.271;2.761;21,6%;2.927;2.443;3.644;11.45;1.113;772.0;2.479;123.0;2 anos e 6 meses;4 anos e 2 meses;80%;83%;30.0;50.0
TJSP;10246;SANTO ANDRE;SP;JURI/EXECUCOES DE SANTO ANDRE;G1;6.438;5.753;-10,6%;52.0;71.0;36,5%;1.109;1.944;3.883;906.0;1.547;30.0;3.004;148.0;3 anos e 1 Mes;4 anos e 2 meses;75%;175%;37.0;50.0
TJSP;9644;GUARIBA;SP;01 CUMULATIVA DE GUARIBA;G1, JE;10.044;9.387;-6,5%;3.459;3.061;-11,5%;2.618;3.27;10.348;7.045;2.062;898.0;1.662;84.0;5 anos e 1 Mes;4 anos e 2 meses;66%;125%;61.0;50.0
TJSP;9589;FARTURA;SP;VARA UNICA DE FARTURA;G1, JE;12.536;12.909;3%;1.491;1.587;6,4%;2.557;2.222;3.062;8.241;2.122;506.0;4.612;145.0;3 anos e 5 meses;4 anos e 2 meses;84%;87%;41.0;50.0
TJSP;74720;JAU;SP;VARA PLANTÃO DA 33ª C J - JAU;G1, JE;352;357.0;1,4%;46.0;63.0;37%;345.0;0.0;1.0;330.0;0.0;1.0;154.0;3.0;0 anos;4 anos e 2 meses;100%;0%;0.0;50.0
TJSP;10736;TAUBATE;SP;03 CRIMINAL DE TAUBATE;G1, JE;1.201;1.319;9,8%;578.0;769.0;33%;652.0;683.0;1.247;2.29;468.0;3.0;190.0;7.0;1 ano e 7 meses;4 anos e 2 meses;45%;105%;19.0;50.0
TJSP;10012;PALMITAL;SP;01 CUMULATIVA DE PALMITAL;G1, JE;14.399;10.421;-27,6%;3.341;2.75;-17,7%;1.552;5.699;1.916;5.51;2.081;1.033;3.479;257.0;5 anos e 4 meses;4 anos e 2 meses;57%;367%;64.0;50.0
TJSP;9864;MAIRINQUE;SP;01 CUMULATIVA DE MAIRINQUE;G1, JE;7.111;5.515;-22,4%;1.01;1.309;29,6%;2.534;4.167;11.502;3.681;1.655;374.0;921.0;55.0;1 ano e 5 meses;4 anos e 2 meses;50%;164%;17.0;50.0
TJSP;9318;ARARAQUARA;SP;INFANCIA JUVENTUDE IDOSO DE ARARAQUARA;G1;923;1.019;10,4%;8.0;17.0;112,5%;684.0;620.0;1.321;1.408;404.0;131.0;393.0;20.0;7 meses;4 anos e 2 meses;62%;91%;7.0;50.0
TJSP;10264;SANTOS;SP;1ª VARA CRIMINAL DE SANTOS;G1, JE;1.144;1.017;-11,1%;442.0;358.0;-19%;332.0;471.0;2.855;1.283;334.0;0.0;205.0;10.0;2 anos e 5 meses;4 anos e 2 meses;58%;142%;29.0;50.0
TJSP;9492;CAPIVARI;SP;01 CUMULATIVA DE CAPIVARI;G1, JE;13.010;12.559;-3,5%;3.491;3.997;14,5%;2.578;2.999;1.257;16.969;3.291;753.0;1.737;114.0;6 anos e 3 meses;4 anos e 1 Mes;74%;116%;75.0;49.0
TJSP;10018;PARAGUACU PAULISTA;SP;02 CUMULATIVA DE PARAGUACU PAULISTA;G1, JE;10.677;9.928;-7%;4.008;3.554;-11,3%;1.702;2.381;4.42;4.773;1.29;326.0;849.0;541.0;3 anos e 1 Mes;4 anos e 1 Mes;73%;140%;37.0;49.0
TJSP;9444;CAFELANDIA;SP;VARA UNICA DE CAFELANDIA;G1, JE;13.312;12.736;-4,3%;2.649;3.026;14,2%;1.784;2.317;4.607;5.801;1.914;481.0;3.199;155.0;3 anos e 2 meses;4 anos e 1 Mes;81%;130%;38.0;49.0
TJSP;10698;SUZANO;SP;01 CIVEL DE SUZANO;G1, JE;10.936;9.68;-11,5%;431.0;677.0;57,1%;2.971;4.165;6.743;16.811;2.753;1.291;520.0;24.0;2 anos e 8 meses;4 anos e 1 Mes;68%;140%;32.0;49.0
TJSP;9829;JUNQUEIROPOLIS;SP;VARA UNICA DE JUNQUEIROPOLIS;G1, JE;7.692;7.925;3%;1.436;1.768;23,1%;3.491;3.444;14.16;4.426;2.033;974.0;1.749;21.0;1 ano e 11 meses;4 anos e 1 Mes;64%;99%;23.0;49.0
TJSP;10621;SAO PAULO;SP;01 REGISTROS PUBLICOS DE CENTRAL;G1;11.469;10.718;-6,5%;126.0;161.0;27,8%;2.54;3.646;551.0;25.056;2.668;1.153;316.0;5.0;4 anos e 5 meses;4 anos e 1 Mes;74%;144%;53.0;49.0
TJSP;10434;SAO PAULO;SP;02 FAMILIA SUCESSOES DE LAPA;G1;3.351;3.558;6,2%;282.0;308.0;9,2%;2.371;2.183;8.976;10.122;1.445;413.0;1.138;35.0;1 ano e 2 meses;4 anos e 1 Mes;60%;92%;14.0;49.0
TJSP;9377;BATATAIS;SP;01 VARA CIVEL DE BATATAIS;G1, JE;6.788;7.352;8,3%;406.0;474.0;16,7%;2.043;1.483;7.424;3.091;1.254;365.0;1.802;95.0;1 ano e 10 meses;4 anos e 1 Mes;82%;73%;22.0;49.0
TJSP;17552;JANDIRA;SP;SEF DE JANDIRA;G1;97.672;84.871;-13,1%;8.763;1.669;-81%;6.997;19.818;29.674;16.229;17.302;1.036;63.97;327.0;8 anos e 4 meses;4 anos e 1 Mes;81%;283%;100.0;49.0
TJSP;59745;LIMEIRA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 10 C.J. - LIMEIRA DE LIMEIRA;TR;760;599.0;-21,2%;647.0;580.0;-10,4%;7.0;180.0;73.0;70.0;0.0;0.0;5.0;1.0;4 anos e 2 meses;4 anos e 1 Mes;5%;2.571%;50.0;49.0
TJSP;10328;SAO JOAO DA BOA VISTA;SP;02 CIVEL DE SAO JOAO DA BOA VISTA;G1, JE;7.431;6.769;-8,9%;1.405;1.569;11,7%;2.278;3.269;5.921;5.983;1.207;376.0;2.532;24.0;1 ano e 3 meses;4 anos e 1 Mes;61%;144%;15.0;49.0
TJSP;10472;SAO PAULO;SP;INFANCIA JUVENTUDE DE TATUAPE;G1;573;607.0;5,9%;10.0;7.0;-30%;331.0;253.0;5.353;800.0;135.0;122.0;132.0;10.0;1 ano;4 anos e 1 Mes;70%;76%;12.0;49.0
TJSP;10458;SAO PAULO;SP;02 CIVEL DE ITAQUERA;G1, JE;18.077;20.147;11,5%;7.063;7.931;12,3%;7.233;5.231;3.137;28.936;2.573;2.37;3.635;65.0;1 ano e 1 Mes;4 anos e 1 Mes;70%;72%;13.0;49.0
TJSP;9625;GARCA;SP;02 CUMULATIVA DE GARCA;G1, JE;6.977;7.186;3%;2.372;2.562;8%;2.335;2.173;5.296;5.186;1.351;637.0;1.054;112.0;2 anos e 8 meses;4 anos e 1 Mes;68%;93%;32.0;49.0
TJSP;9811;CAJAMAR;SP;01 CUMULATIVA DE CAJAMAR;G1, JE;20.002;18.418;-7,9%;4.062;3.317;-18,3%;3.155;4.533;6.684;12.369;2.723;715.0;1.921;100.0;4 anos e 8 meses;4 anos e 1 Mes;77%;144%;56.0;49.0
TJSP;9666;GUARULHOS;SP;01 CRIMINAL DE GUARULHOS;G1, JE;2.032;1.988;-2,2%;492.0;571.0;16,1%;467.0;518.0;669.0;3.813;529.0;0.0;662.0;65.0;1 ano e 5 meses;4 anos e 1 Mes;73%;111%;17.0;49.0
TJSP;10221;SANTA CRUZ DO RIO PARDO;SP;03 CIVEL DE SANTA CRUZ DO RIO PARDO;G1, JE;2.160;2.428;12,4%;759.0;723.0;-4,7%;969.0;658.0;3.657;4.096;608.0;176.0;201.0;64.0;2 anos e 4 meses;4 anos e 1 Mes;72%;68%;28.0;49.0
TJSP;9440;CACHOEIRA PAULISTA;SP;01 CUMULATIVA DE CACHOEIRA PAULISTA;G1, JE;7.645;5.735;-25%;1.564;1.973;26,2%;1.223;3.19;66.0;12.201;2.412;687.0;868.0;19.0;6 anos e 7 meses;4 anos e 1 Mes;54%;261%;79.0;49.0
TJSP;10678;SOROCABA;SP;01 CRIMINAL DE SOROCABA;G1, JE;824;765.0;-7,2%;254.0;241.0;-5,1%;360.0;453.0;3.382;1.356;423.0;1.0;153.0;1.0;1 ano e 9 meses;4 anos e 1 Mes;54%;126%;21.0;49.0
TJSP;71068;SAO PAULO;SP;8º GRUPO DE CÂMARAS DE DIREITO PRIVADO;G2;54;57.0;5,6%;3.0;2.0;-33,3%;30.0;33.0;34.0;131.0;3.0;9.0;13.0;7.0;6 meses;4 anos e 1 Mes;62%;110%;6.0;49.0
TJSP;71083;SAO PAULO;SP;3º GRUPO DE CÂMARAS DE DIREITO PÚBLICO;G2;73;68.0;-6,8%;1.0;1.0;0%;34.0;38.0;35.0;193.0;9.0;7.0;19.0;4.0;8 meses;4 anos;64%;112%;8.0;48.0
TJSP;10494;SAO PAULO;SP;INFANCIA JUVENTUDE DE PINHEIROS;G1;917;954.0;4%;3.0;6.0;100%;561.0;470.0;4.459;945.0;283.0;139.0;288.0;21.0;8 meses;4 anos;67%;84%;8.0;48.0
TJSP;70865;SAO PAULO;SP;18ª CÂMARA DE DIREITO PRIVADO;G2;14.985;14.453;-3,6%;7.389;7.912;7,1%;13.667;12.305;12.557;13.875;879.0;523.0;1.239;2.134;3 meses;4 anos;35%;90%;3.0;48.0
TJSP;9846;LIMEIRA;SP;02 CRIMINAL DE LIMEIRA;G1, JE;8.321;7.671;-7,8%;459.0;380.0;-17,2%;1.086;1.398;75.0;7.65;2.796;13.0;3.485;441.0;2 anos e 10 meses;4 anos;84%;129%;34.0;48.0
TJSP;9378;BATATAIS;SP;02 VARA CIVEL DE BATATAIS;G1, JE;6.883;7.714;12,1%;621.0;725.0;16,7%;2.013;1.147;9.58;7.178;1.141;292.0;1.992;21.0;2 anos e 2 meses;4 anos;86%;57%;26.0;48.0
TJSP;9556;DESCALVADO;SP;02 CUMULATIVA DE DESCALVADO;G1, JE;4.915;4.773;-2,9%;2.238;2.349;5%;1.048;1.111;8.034;2.26;751.0;223.0;636.0;53.0;3 anos e 5 meses;4 anos;69%;106%;41.0;48.0
TJSP;10759;UBATUBA;SP;02 CUMULATIVA DE UBATUBA;G1, JE;8.269;8.638;4,5%;1.265;1.384;9,4%;2.271;2.078;7.404;4.391;1.341;263.0;2.085;165.0;2 anos e 6 meses;4 anos;78%;92%;30.0;48.0
TJSP;17553;BOITUVA;SP;SEF DE BOITUVA;G1;20.850;17.758;-14,8%;4.612;4.708;2,1%;71.0;3.477;1.312;8.235;2.264;2.386;5.729;9.0;5 anos e 10 meses;4 anos;79%;4.897%;70.0;48.0
TJSP;9459;CAMPINAS;SP;08 CIVEL DE CAMPINAS;G1, JE;15.537;15.697;1%;4.08;4.68;14,7%;4.278;3.781;1.871;21.285;3.278;591.0;691.0;58.0;3 anos e 6 meses;4 anos;74%;88%;42.0;48.0
TJSP;9499;CARAPICUIBA;SP;SAF DE CARAPICUIBA;G1;141.481;87.334;-38,3%;77.903;35.956;-53,8%;7.43;61.452;393.0;4.705;6.979;76.9;37.029;94.0;10 anos e 10 meses;4 anos;46%;827%;130.0;48.0
TJSP;10614;SAO PAULO;SP;06 FAMILIA SUCESSOES DE CENTRAL;G1;3.515;3.526;0,3%;1.108;1.068;-3,6%;1.399;1.594;7.278;9.084;1.074;259.0;542.0;35.0;1 ano e 5 meses;4 anos;61%;114%;17.0;48.0
TJSP;10071;PIRACICABA;SP;JURI/EXECUCOES DE PIRACICABA;G1, JE;9.655;8.66;-10,3%;2.175;1.998;-8,1%;1.94;3.021;9.445;3.96;1.483;42.0;2.473;256.0;4 anos e 11 meses;4 anos;69%;156%;59.0;48.0
TJSP;10610;SAO PAULO;SP;02 FAMILIA SUCESSOES DE CENTRAL;G1, JE;4.243;3.885;-8,4%;696.0;718.0;3,2%;1.402;1.792;3.727;12.914;1.209;365.0;459.0;30.0;2 anos e 5 meses;4 anos;64%;128%;29.0;48.0
TJSP;9559;DIADEMA;SP;03 CIVEL DE DIADEMA;G1, JE;10.524;10.547;0,2%;3.917;4.283;9,3%;3.271;3.021;3.234;11.44;1.627;777.0;1.025;71.0;1 ano e 8 meses;4 anos;67%;92%;20.0;48.0
TJSP;10378;SAO MANUEL;SP;01 CUMULATIVA DE SAO MANUEL;G1, JE;13.415;10.135;-24,5%;3.443;3.762;9,3%;2.252;5.542;6.65;6.033;2.188;2.604;1.481;76.0;2 anos e 8 meses;4 anos;53%;246%;32.0;48.0
TJSP;9341;ATIBAIA;SP;02 CRIMINAL DE ATIBAIA;G1, JE;458;410.0;-10,5%;207.0;233.0;12,6%;323.0;465.0;5.191;902.0;329.0;0.0;24.0;0.0;1 ano e 11 meses;4 anos;27%;144%;23.0;48.0
TJSP;10619;SAO PAULO;SP;11 FAMILIA SUCESSOES DE CENTRAL;G1;3.715;3.825;3%;1.312;1.341;2,2%;1.358;1.241;9.201;4.932;1.095;125.0;720.0;6.0;1 ano e 7 meses;4 anos;67%;91%;19.0;48.0
TJSP;59249;SAO PAULO;SP;TURMA CUM. DE UNIFORMIZAÇÃO DO SIST. DE JUIZ. ESP. DO EST. DE SÃO PAULO DE CENTRAL;TR;926;52.0;-94,4%;26.0;0.0;-100%;586.0;60.0;793.0;75.0;4.0;98.0;34.0;2.0;6 meses;4 anos;46%;10%;6.0;48.0
TJSP;9484;CANDIDO MOTA;SP;01 CUMULATIVA DE CANDIDO MOTA;G1, JE;6.604;4.779;-27,6%;2.154;1.215;-43,6%;1.795;3.766;6.2;3.399;1.656;267.0;1.123;38.0;3 anos e 10 meses;4 anos;49%;210%;46.0;48.0
TJSP;10618;SAO PAULO;SP;10 FAMILIA SUCESSOES DE CENTRAL;G1;3.694;3.661;-0,9%;457.0;494.0;8,1%;1.389;1.502;121.0;9.84;1.042;307.0;774.0;50.0;1 ano e 9 meses;4 anos;68%;108%;21.0;48.0
TJSP;9959;NOVA ODESSA;SP;01 CUMULATIVA DE NOVA ODESSA;G1, JE;9.522;8.494;-10,8%;4.036;3.873;-4%;2.745;3.065;4.357;10.916;2.279;374.0;618.0;58.0;2 anos e 5 meses;4 anos;60%;112%;29.0;48.0
TJSP;10015;PANORAMA;SP;01 CUMULATIVA DE PANORAMA;G1, JE;8.138;5.995;-26,3%;2.666;1.353;-49,2%;1.804;4.113;8.169;5.183;2.88;1.819;1.063;13.0;4 anos e 11 meses;3 anos e 11 meses;53%;228%;59.0;47.0
TJSP;9525;CHAVANTES;SP;VARA UNICA DE CHAVANTES;G1, JE;6.980;5.24;-24,9%;2.908;2.093;-28%;1.437;3.242;6.064;3.283;1.326;1.173;651.0;15.0;4 anos e 2 meses;3 anos e 11 meses;49%;226%;50.0;47.0
TJSP;9950;MONTE AZUL PAULISTA;SP;VARA UNICA DE MONTE AZUL PAULISTA;G1, JE;8.417;7.909;-6%;2.319;2.366;2%;1.651;2.139;268.0;7.543;1.543;291.0;2.176;57.0;3 anos e 5 meses;3 anos e 11 meses;72%;130%;41.0;47.0
TJSP;9750;ITAQUAQUECETUBA;SP;03 CIVEL DE ITAQUAQUECETUBA;G1, JE;11.474;12.132;5,7%;1.739;2.247;29,2%;2.982;2.113;4.664;6.533;1.117;630.0;2.419;230.0;2 anos e 2 meses;3 anos e 11 meses;82%;71%;26.0;47.0
TJSP;9651;GUARUJA;SP;01 CIVEL DE GUARUJA;G1, JE;10.818;11.651;7,7%;3.046;3.281;7,7%;3.18;2.294;15.911;10.974;1.304;627.0;3.662;5.0;1 ano e 6 meses;3 anos e 11 meses;78%;72%;18.0;47.0
TJSP;9900;MIRACATU;SP;01 CUMULATIVA DE MIRACATU;G1, JE;3.022;2.826;-6,5%;337.0;386.0;14,5%;832.0;1.188;1.086;3.533;771.0;128.0;503.0;30.0;3 anos e 4 meses;3 anos e 11 meses;67%;143%;40.0;47.0
TJSP;10046;PIEDADE;SP;01 CUMULATIVA DE PIEDADE;G1, JE;11.740;10.508;-10,5%;7.059;6.408;-9,2%;1.939;3.138;12.046;5.257;1.613;838.0;514.0;27.0;4 anos e 1 Mes;3 anos e 11 meses;56%;162%;49.0;47.0
TJSP;71020;SANTO ANDRE;SP;TURMA DO JUIZADO FAZENDA PUBLICA DO COLEGIO RESURSAL DA 3 CJ - SANTO ANDRE DE SANTO ANDRE;TR;148;13.0;-91,2%;57.0;1.0;-98,2%;2.0;179.0;71.0;64.0;7.0;0.0;8.0;3.0;1 ano e 7 meses;3 anos e 11 meses;6%;8.950%;19.0;47.0
TJSP;74445;PITANGUEIRAS;SP;SEF DE PITANGUEIRAS;G1;8.758;7.782;-11,1%;262.0;422.0;61,1%;148.0;1.712;2.312;3.19;1.062;1.003;2.554;0.0;7 anos e 6 meses;3 anos e 11 meses;81%;1.157%;90.0;47.0
TJSP;9731;ITAPETININGA;SP;SEF DE ITAPETININGA;G1;28.721;26.153;-8,9%;11.067;10.962;-0,9%;1.097;3.539;1.538;12.601;1.788;2.045;8.628;32.0;4 anos e 7 meses;3 anos e 11 meses;81%;323%;55.0;47.0
TJSP;10611;SAO PAULO;SP;03 FAMILIA SUCESSOES DE CENTRAL;G1;3.627;3.523;-2,9%;764.0;875.0;14,5%;1.467;1.633;2.382;7.697;1.307;269.0;498.0;36.0;1 ano e 11 meses;3 anos e 11 meses;61%;111%;23.0;47.0
TJSP;10112;PRAIA GRANDE;SP;02 CRIMINAL DE PRAIA GRANDE;G1, JE;3.670;3.08;-16,1%;958.0;1.0;4,4%;1.149;1.438;3.598;3.732;866.0;7.0;1.05;1.0;2 anos e 2 meses;3 anos e 11 meses;59%;125%;26.0;47.0
TJSP;10005;PACAEMBU;SP;01 CUMULATIVA DE PACAEMBU;G1, JE;5.733;5.2;-9,3%;1.787;1.525;-14,7%;2.382;2.907;8.09;5.198;1.879;1.002;1.081;21.0;2 anos e 11 meses;3 anos e 11 meses;56%;122%;35.0;47.0
TJSP;10078;PIRAJUI;SP;01 CUMULATIVA DE PIRAJUI;G1, JE;7.922;7.186;-9,3%;2.899;3.443;18,8%;1.92;2.665;10.55;6.848;1.463;571.0;613.0;24.0;2 anos e 6 meses;3 anos e 11 meses;58%;139%;30.0;47.0
TJSP;10100;PORTO FELIZ;SP;01 CUMULATIVA DE PORTO FELIZ;G1, JE;5.316;5.077;-4,5%;1.065;1.128;5,9%;2.071;2.1;7.265;4.517;1.138;1.327;968.0;95.0;7 anos e 1 Mes;3 anos e 11 meses;65%;101%;85.0;47.0
TJSP;10093;POA;SP;01 CIVEL DE POA;G1, JE;6.442;6.634;3%;1.968;1.976;0,4%;2.68;2.443;8.501;9.465;1.784;533.0;1.824;8.0;1 ano e 10 meses;3 anos e 11 meses;66%;91%;22.0;47.0
TJSP;9398;BEBEDOURO;SP;SEF DE BEBEDOURO;G1;42.042;32.826;-21,9%;16.484;12.506;-24,1%;528.0;9.749;6.739;9.187;10.516;1.798;13.811;24.0;9 anos;3 anos e 11 meses;68%;1.846%;108.0;47.0
TJSP;9963;NOVO HORIZONTE;SP;01 CUMULATIVA DE NOVO HORIZONTE;G1, JE;7.044;6.679;-5,2%;1.314;1.371;4,3%;1.849;2.11;5.812;8.123;1.644;677.0;1.858;36.0;3 anos e 7 meses;3 anos e 11 meses;72%;114%;43.0;47.0
TJSP;10435;SAO PAULO;SP;INFANCIA JUVENTUDE DE LAPA;G1, JE;1.897;1.757;-7,4%;12.0;12.0;0%;1.12;1.167;150.0;7.692;525.0;133.0;486.0;17.0;9 meses;3 anos e 10 meses;60%;104%;9.0;46.0
TJSP;9683;GUARULHOS;SP;02 FAZENDA PUBLICA DE GUARULHOS;G1, JE;8.074;8.164;1,1%;3.781;4.183;10,6%;3.451;3.174;4.895;10.243;1.574;568.0;1.421;11.0;8 meses;3 anos e 10 meses;56%;92%;8.0;46.0
TJSP;59795;BARRETOS;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 14 C.J. - BARRETOS DE BARRETOS;TR;599;29.0;-95,2%;72.0;12.0;-83,3%;198.0;776.0;229.0;532.0;68.0;0.0;11.0;1.0;2 anos e 7 meses;3 anos e 10 meses;2%;392%;31.0;46.0
TJSP;10613;SAO PAULO;SP;05 FAMILIA SUCESSOES DE CENTRAL;G1, JE;3.826;3.512;-8,2%;1.112;1.14;2,5%;1.387;1.644;4.22;13.407;1.111;267.0;440.0;8.0;2 anos e 4 meses;3 anos e 10 meses;59%;119%;28.0;46.0
TJSP;74226;TIETE;SP;SEF DE TIETE;G1;6.794;5.274;-22,4%;865.0;814.0;-5,9%;329.0;1.77;5.744;4.192;1.258;464.0;669.0;0.0;4 anos e 8 meses;3 anos e 10 meses;72%;538%;56.0;46.0
TJSP;9792;JAGUARIUNA;SP;01 CUMULATIVA DE JAGUARIUNA;G1, JE;10.704;10.496;-1,9%;3.892;3.695;-5,1%;3.466;2.958;4.654;12.384;2.103;440.0;1.231;45.0;1 ano e 9 meses;3 anos e 10 meses;70%;85%;21.0;46.0
TJSP;9261;AGUDOS;SP;01 CUMULATIVA DE AGUDOS;G1, JE;8.198;6.857;-16,4%;3.992;3.743;-6,2%;1.65;3.022;1.334;8.662;1.756;460.0;701.0;34.0;3 anos e 4 meses;3 anos e 10 meses;50%;183%;40.0;46.0
TJSP;10464;SAO PAULO;SP;CRIMINAL DE ITAQUERA;G1, JE;3.284;3.105;-5,5%;842.0;1.031;22,4%;897.0;1.217;3.296;1.611;716.0;4.0;982.0;48.0;3 anos;3 anos e 10 meses;63%;136%;36.0;46.0
TJSP;10294;SAO BERNARDO DO CAMPO;SP;01 CRIMINAL DE SAO BERNARDO DO CAMPO;G1, JE;1.896;1.689;-10,9%;398.0;389.0;-2,3%;442.0;569.0;3.315;1.483;508.0;2.0;370.0;20.0;1 ano e 10 meses;3 anos e 10 meses;70%;129%;22.0;46.0
TJSP;9512;CATANDUVA;SP;02 CIVEL DE CATANDUVA;G1, JE;8.137;8.133;0%;2.429;2.504;3,1%;2.825;2.761;9.161;7.707;1.458;405.0;904.0;38.0;2 anos e 4 meses;3 anos e 10 meses;67%;98%;28.0;46.0
TJSP;76477;BAURU;SP;SETOR DE EXECUÇÕES FISCAIS DE BAURU;G1;56.294;59.044;4,9%;14.163;15.582;10%;18.156;30.653;13.101;14.022;34.795;6.672;31.69;40.0;9 anos e 4 meses;3 anos e 10 meses;59%;169%;112.0;46.0
TJSP;74224;SAO PAULO;SP;UNIDADE AVANÇADA DE ATENDIMENTO JUDICIARIO - MICROEMPRESAS E EMPRESAS DE PEQUENO PORTE CENTRAL DA CAPITAL;G1, JE;2.616;4.709;80%;22.0;35.0;59,1%;2.148;1.703;471.0;8.519;1.003;1.145;2.541;11.0;3 meses;3 anos e 10 meses;73%;79%;3.0;46.0
TJSP;10013;PALMITAL;SP;02 CUMULATIVA DE PALMITAL;G1, JE;8.771;4.211;-52%;4.829;1.363;-71,8%;1.605;6.234;3.792;4.659;1.87;4.37;358.0;25.0;5 anos e 6 meses;3 anos e 10 meses;30%;388%;66.0;46.0
TJSP;10158;REGISTRO;SP;SAF DE REGISTRO;G1;16.138;7.786;-51,8%;8.332;2.349;-71,8%;60.0;8.435;14.146;5.783;1.86;5.6;470.0;15.0;5 anos e 1 Mes;3 anos e 10 meses;39%;14.058%;61.0;46.0
