Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Dec_2023;CP_Dec_2024;%CP;Sus_Dec_2023;Sus_Dec_2024;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Dec_2024;Conc100_Dec_2024;TPSent_12_meses;TPCPL_Dec_2024;TC_Dec_2024;IAD_12_meses;TPSent_12_meses_num;TPCPL_Dec_2024_num
TJSP;10131;PRESIDENTE PRUDENTE;SP;FAZENDA PUBLICA DE PRESIDENTE PRUDENTE;G1, JE;107.276;101.267;-5,6%;3.433;3.371;-1,8%;8.558;15.758;35.293;16.896;11.702;2.182;9.345;656.0;5 anos e 7 meses;7 anos e 6 meses;86%;184%;67.0;90.0
TJSP;59871;SANTOS;SP;05 TURMA CIVEL DO COLEGIO RECURSAL DA 1 C.J. - SANTOS DE SANTOS;TR;570;204.0;-64,2%;58.0;30.0;-48,3%;11.0;396.0;138.0;9.0;1.0;0.0;133.0;30.0;9 meses;7 anos e 5 meses;31%;3.600%;9.0;89.0
TJSP;10226;SANTA RITA DO PASSA QUATRO;SP;01 CUMULATIVA DE SANTA RITA DO PASSA QUATRO;G1, JE;9.025;6.971;-22,8%;3.043;2.206;-27,5%;1.044;3.038;6.849;2.437;1.252;1.077;764.0;29.0;8 anos e 3 meses;7 anos e 5 meses;60%;291%;99.0;89.0
TJSP;10031;PEDREIRA;SP;01 CUMULATIVA DE PEDREIRA;G1, JE;9.068;8.486;-6,4%;1.153;1.121;-2,8%;1.402;1.643;3.345;2.307;1.111;454.0;3.284;72.0;3 anos e 8 meses;7 anos e 5 meses;82%;117%;44.0;89.0
TJSP;9847;LIMEIRA;SP;FAZENDA PUBLICA DE LIMEIRA;G1;89.209;81.943;-8,1%;5.833;5.642;-3,3%;4.211;11.198;47.269;26.046;10.912;3.499;49.784;1.015;4 anos e 10 meses;7 anos e 5 meses;87%;266%;58.0;89.0
TJSP;59754;MARILIA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 31 C.J. - MARILIA DE MARILIA;TR;350;10.0;-97,1%;90.0;2.0;-97,8%;2.0;355.0;525.0;53.0;2.0;0.0;8.0;4.0;3 anos e 9 meses;7 anos e 5 meses;2%;17.750%;45.0;89.0
TJSP;10187;RIBEIRAO PRETO;SP;02 FAZENDA PUBLICA DE RIBEIRAO PRETO;G1, JE;11.989;10.212;-14,8%;2.122;1.297;-38,9%;2.069;1.648;8.0;7.36;845.0;1.853;4.661;173.0;15 anos;7 anos e 3 meses;84%;80%;180.0;87.0
TJSP;9986;OSASCO;SP;01 FAZENDA PUBLICA DE OSASCO;G1, JE;67.598;36.369;-46,2%;4.589;2.849;-37,9%;6.44;35.677;23.477;12.377;9.735;15.926;20.833;460.0;7 anos e 9 meses;7 anos e 3 meses;48%;554%;93.0;87.0
TJSP;9614;CAIEIRAS;SP;SEF DE CAIEIRAS;G1;26.717;24.765;-7,3%;5.347;5.322;-0,5%;58.0;2.005;3.603;4.834;1.297;700.0;11.53;2.319;4 anos e 8 meses;7 anos e 3 meses;91%;3.457%;56.0;87.0
TJSP;9884;MATAO;SP;01 CIVEL DE MATAO;G1, JE;8.478;8.071;-4,8%;2.44;2.483;1,8%;2.315;2.604;9.773;6.323;1.615;321.0;2.307;24.0;1 ano e 6 meses;7 anos e 3 meses;68%;112%;18.0;87.0
TJSP;59233;ITAPIRA;SP;SAF DE ITAPIRA;G1;7.976;6.638;-16,8%;3.173;2.775;-12,5%;104.0;1.442;7.303;5.811;1.017;728.0;1.832;78.0;9 anos;7 anos e 3 meses;73%;1.387%;108.0;87.0
TJSP;10212;SANTA BARBARA D'OESTE;SP;SEF DE SANTA BARBARA D OESTE;G1;41.768;37.7;-9,7%;8.348;8.166;-2,2%;2.01;6.131;5.983;5.081;4.266;1.361;21.164;47.0;8 anos;7 anos e 2 meses;83%;305%;96.0;86.0
TJSP;10554;SAO PAULO;SP;03 FAZENDA PUBLICA DE CENTRAL;G1, JE;9.835;10.13;3%;3.644;3.688;1,2%;4.566;4.076;1.002;19.697;2.901;306.0;1.818;30.0;1 ano;7 anos e 2 meses;61%;89%;12.0;86.0
TJSP;70896;SAO PAULO;SP;11ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;6.0;20%;0.0;0.0;0%;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0 anos;7 anos e 2 meses;100%;0%;0.0;86.0
TJSP;9433;BURITAMA;SP;01 CUMULATIVA DE BURITAMA;G1, JE;16.314;15.62;-4,3%;7.979;7.371;-7,6%;2.242;2.982;4.065;5.551;1.174;493.0;3.705;49.0;3 anos;7 anos e 2 meses;73%;133%;36.0;86.0
TJSP;10650;SAO VICENTE;SP;FAZENDA PUBLICA DE SAO VICENTE;G1, JE;337.608;358.086;6,1%;16.23;12.814;-21%;29.208;9.103;6.903;9.71;22.815;6.069;318.633;137.0;4 anos e 8 meses;7 anos e 1 Mes;97%;31%;56.0;85.0
TJSP;9642;GUARATINGUETA;SP;SEF DE GUARATINGUETA;G1;15.056;14.411;-4,3%;4.104;3.975;-3,1%;465.0;1.112;11.052;1.192;1.317;1.104;7.496;44.0;7 anos e 5 meses;7 anos e 1 Mes;90%;239%;89.0;85.0
TJSP;9885;MATAO;SP;02 CIVEL DE MATAO;G1, JE;6.592;6.661;1%;2.025;2.458;21,4%;2.625;2.392;12.609;6.006;1.457;310.0;1.799;10.0;1 ano e 1 Mes;7 anos e 1 Mes;63%;91%;13.0;85.0
TJSP;59819;VOTUPORANGA;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 17 C.J. - VOTUPORANGA DE VOTUPORANGA;TR;495;34.0;-93,1%;86.0;23.0;-73,3%;1.0;464.0;147.0;248.0;3.0;0.0;10.0;1.0;2 anos e 10 meses;7 anos e 1 Mes;2%;46.400%;34.0;85.0
TJSP;59776;TUPÃ;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 30 C.J. - TUPA DE TUPA;TR;609;432.0;-29,1%;413.0;375.0;-9,2%;1.0;183.0;336.0;89.0;14.0;0.0;41.0;4.0;3 anos e 2 meses;7 anos;23%;18.300%;38.0;84.0
TJSP;10773;VARZEA PAULISTA;SP;01 CUMULATIVA DE VARZEA PAULISTA;G1, JE;12.111;12.074;-0,3%;2.049;2.017;-1,6%;3.126;2.87;3.008;12.707;1.694;617.0;3.922;235.0;2 anos e 2 meses;7 anos;78%;92%;26.0;84.0
TJSP;10148;IEPE;SP;VARA UNICA DE IEPE - INATIVA;G1, JE;4.545;3.615;-20,5%;924.0;795.0;-14%;1.38;2.293;2.448;6.064;1.44;667.0;1.474;15.0;4 anos e 3 meses;6 anos e 11 meses;55%;166%;51.0;83.0
TJSP;10905;SALESOPOLIS;SP;VARA UNICA DE SALESOPOLIS;G1, JE;6.695;7.114;6,3%;1.247;1.133;-9,1%;661.0;310.0;3.571;2.814;663.0;131.0;4.893;19.0;2 anos e 3 meses;6 anos e 11 meses;95%;47%;27.0;83.0
TJSP;9538;VARGEM GRANDE PAULISTA;SP;VARA UNICA DE VARGEM GRANDE PAULISTA - INATIVA;G1, JE;31.527;29.886;-5,2%;3.585;3.418;-4,7%;3.384;4.959;5.986;14.005;3.794;1.524;17.529;215.0;4 anos e 4 meses;6 anos e 11 meses;84%;147%;52.0;83.0
TJSP;17585;SAO SEBASTIAO;SP;SEF DE SAO SEBASTIAO;G1, JE;34.763;30.805;-11,4%;1.557;749.0;-51,9%;377.0;4.296;6.145;2.987;2.238;747.0;24.39;257.0;8 anos e 3 meses;6 anos e 11 meses;87%;1.140%;99.0;83.0
TJSP;9716;ITARIRI;SP;VARA UNICA DE ITARIRI;G1, JE;18.725;19.114;2,1%;5.756;5.611;-2,5%;2.874;2.469;5.993;14.685;2.223;688.0;5.728;477.0;4 anos e 11 meses;6 anos e 10 meses;85%;86%;59.0;82.0
TJSP;75476;SAO PAULO;SP;11ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;36;27.0;-25%;14.0;7.0;-50%;1.0;10.0;7.0;12.0;0.0;0.0;10.0;8.0;8 anos;6 anos e 10 meses;67%;1.000%;96.0;82.0
TJSP;10032;PEDREIRA;SP;02 CUMULATIVA DE PEDREIRA;G1, JE;7.193;7.028;-2,3%;737.0;752.0;2%;1.143;988.0;2.05;2.458;568.0;227.0;2.692;150.0;2 anos e 1 Mes;6 anos e 10 meses;86%;86%;25.0;82.0
TJSP;59779;GUARATINGUETA;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 48 C.J. - GUARATINGUETA DE GUARATINGUETA;TR;568;328.0;-42,3%;409.0;115.0;-71,9%;2.0;247.0;302.0;317.0;3.0;0.0;3.0;3.0;2 anos e 9 meses;6 anos e 10 meses;2%;12.350%;33.0;82.0
TJSP;9725;ITAPETININGA;SP;02 CIVEL DE ITAPETININGA;G1, JE;6.358;6.492;2,1%;1.854;1.878;1,3%;2.18;2.027;1.379;13.322;1.35;571.0;2.57;9.0;1 ano e 10 meses;6 anos e 10 meses;69%;93%;22.0;82.0
TJSP;9325;ARARAS;SP;SEF DE ARARAS;G1;69.875;62.556;-10,5%;3.31;3.139;-5,2%;73.0;7.405;16.115;8.158;9.256;1.719;33.318;2.475;7 anos;6 anos e 9 meses;89%;10.144%;84.0;81.0
TJSP;9432;BROTAS;SP;01 CUMULATIVA DE BROTAS;G1, JE;17.807;16.617;-6,7%;2.914;2.782;-4,5%;2.291;3.561;6.15;5.335;2.397;578.0;8.877;139.0;5 anos e 4 meses;6 anos e 9 meses;79%;155%;64.0;81.0
TJSP;9402;BIRIGUI;SP;SAF DE BIRIGUI;G1;32.139;29.748;-7,4%;5.989;5.045;-15,8%;1.803;4.208;19.989;10.174;4.034;1.915;3.981;1.108;8 anos e 5 meses;6 anos e 9 meses;85%;233%;101.0;81.0
TJSP;59860;JUNDIAI;SP;03 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 5 C.J. - JUNDIAI DE JUNDIAI;TR;366;42.0;-88,5%;84.0;9.0;-89,3%;18.0;360.0;314.0;21.0;22.0;1.0;17.0;0.0;2 anos e 5 meses;6 anos e 9 meses;6%;2.000%;29.0;81.0
TJSP;9258;AGUAS DE LINDOIA;SP;VARA UNICA DE AGUAS DE LINDOIA;G1, JE;12.267;10.299;-16%;1.914;2.162;13%;2.247;4.149;6.168;8.152;2.272;1.87;3.62;13.0;4 anos;6 anos e 9 meses;66%;185%;48.0;81.0
TJSP;9282;ANDRADINA;SP;SAF DE ANDRADINA;G1;7.809;5.55;-28,9%;2.751;2.617;-4,9%;298.0;2.592;18.0;12.405;1.93;1.054;447.0;6.0;5 anos e 5 meses;6 anos e 8 meses;53%;870%;65.0;80.0
TJSP;11743;PAULINIA;SP;SEF DE PAULINIA;G1;10.625;9.003;-15,3%;4.257;4.182;-1,8%;327.0;1.943;2.809;4.852;1.273;319.0;2.766;281.0;6 anos e 10 meses;6 anos e 8 meses;71%;594%;82.0;80.0
TJSP;70910;SAO PAULO;SP;GRUPO ESPECIAL DA SEÇÃO DE DIREITO PRIVADO;G2;815;780.0;-4,3%;0.0;0.0;0%;657.0;688.0;686.0;47.0;17.0;13.0;534.0;59.0;4 meses;6 anos e 8 meses;53%;105%;4.0;80.0
TJSP;10524;SAO PAULO;SP;17 CRIMINAL DE CENTRAL;G1, JE;2.762;2.298;-16,8%;487.0;545.0;11,9%;911.0;1.44;7.629;1.767;1.016;4.0;298.0;364.0;1 ano e 5 meses;6 anos e 8 meses;55%;158%;17.0;80.0
TJSP;17936;LORENA;SP;CRIMINAL DE LORENA;G1, JE;9.002;9.296;3,3%;685.0;787.0;14,9%;1.185;1.08;1.604;5.294;1.061;116.0;4.163;58.0;3 anos;6 anos e 8 meses;89%;91%;36.0;80.0
TJSP;10115;PRAIA GRANDE;SP;FAZENDA PUBLICA DE PRAIA GRANDE;G1, JE;502.811;473.524;-5,8%;63.833;30.08;-52,9%;2.6;32.638;77.235;14.097;39.066;78.028;321.788;7.149;4 anos e 3 meses;6 anos e 8 meses;93%;1.255%;51.0;80.0
TJSP;10436;SAO PAULO;SP;CRIMINAL DE LAPA;G1, JE;3.266;3.081;-5,7%;1.222;1.165;-4,7%;633.0;824.0;3.128;1.412;704.0;0.0;1.142;248.0;2 anos e 10 meses;6 anos e 7 meses;70%;130%;34.0;79.0
TJSP;9776;JABOTICABAL;SP;SAF DE JABOTICABAL;G1;25.290;21.919;-13,3%;6.853;8.313;21,3%;1.218;3.847;7.414;7.303;3.08;1.143;6.27;2.0;7 anos e 8 meses;6 anos e 7 meses;78%;316%;92.0;79.0
TJSP;10135;PRESIDENTE PRUDENTE;SP;02 EXECUCOES CRIMINAIS DE PRESIDENTE PRUDENTE;G1;14.137;11.678;-17,4%;313.0;352.0;12,5%;2.255;3.491;7.617;10.113;1.563;123.0;3.957;690.0;5 anos e 7 meses;6 anos e 7 meses;76%;155%;67.0;79.0
TJSP;13357;SAO PAULO;SP;DEIJ DE CENTRAL;G1;15.968;15.683;-1,8%;83.0;104.0;25,3%;2.949;3.053;14.963;10.268;1.389;941.0;11.488;368.0;1 ano e 7 meses;6 anos e 7 meses;84%;104%;19.0;79.0
TJSP;59781;AMERICANA;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 53 C.J. - AMERICANA DE AMERICANA;TR;543;105.0;-80,7%;117.0;34.0;-70,9%;6.0;461.0;584.0;64.0;29.0;0.0;32.0;1.0;1 ano e 2 meses;6 anos e 7 meses;7%;7.683%;14.0;79.0
TJSP;9886;MATAO;SP;03 CIVEL DE MATAO;G1, JE;6.798;6.831;0,5%;1.805;1.857;2,9%;2.371;2.137;5.42;9.956;1.549;382.0;1.936;83.0;1 ano e 11 meses;6 anos e 6 meses;70%;90%;23.0;78.0
TJSP;59234;ARUJA;SP;SEF DE ARUJA;G1;48.037;43.839;-8,7%;3.068;2.558;-16,6%;65.0;5.429;3.287;8.95;4.327;757.0;34.616;234.0;7 anos e 2 meses;6 anos e 6 meses;88%;8.352%;86.0;78.0
TJSP;9830;JUQUIA;SP;VARA UNICA DE JUQUIA;G1, JE;10.532;8.837;-16,1%;2.103;2.444;16,2%;1.753;3.509;1.719;5.354;2.552;1.282;3.804;30.0;9 anos e 4 meses;6 anos e 6 meses;65%;200%;112.0;78.0
TJSP;10870;MARILIA;SP;EXECUCOES CRIMINAIS DE MARILIA;G1, JE;13.562;10.391;-23,4%;104.0;123.0;18,3%;1.702;3.276;8.575;2.23;1.929;234.0;4.577;1.203;2 anos e 5 meses;6 anos e 6 meses;76%;192%;29.0;78.0
TJSP;11363;POA;SP;SAF DE POA;G1;100.451;85.972;-14,4%;10.966;7.731;-29,5%;147.0;15.329;3.705;1.645;14.191;2.639;68.06;1.52;5 anos e 9 meses;6 anos e 6 meses;84%;10.428%;69.0;78.0
TJSP;10623;SAO PAULO;SP;INFANCIA JUVENTUDE DE CENTRAL;G1;2.754;2.784;1,1%;53.0;52.0;-1,9%;1.38;1.156;4.0;1.444;734.0;253.0;1.28;146.0;7 meses;6 anos e 6 meses;70%;84%;7.0;78.0
TJSP;10561;SAO PAULO;SP;10 FAZENDA PUBLICA DE CENTRAL;G1, JE;29.602;26.014;-12,1%;2.525;2.514;-0,4%;4.638;7.622;13.527;14.536;3.511;687.0;12.231;89.0;3 anos;6 anos e 5 meses;76%;164%;36.0;77.0
TJSP;81232;SANTANA DE PARNAIBA;SP;1 VARA CIVEL DE SANTANA DE PARNAÍBA;G1, JE;33.554;28.799;-14,2%;4.244;2.958;-30,3%;3.237;3.211;477.0;13.375;1.807;729.0;13.233;494.0;2 anos e 10 meses;6 anos e 5 meses;89%;99%;34.0;77.0
TJSP;10906;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL CIVEL DE SANTANA;G1, JE;8.334;8.076;-3,1%;2.66;2.431;-8,6%;8.351;8.558;15.388;11.45;5.986;1.998;2.138;322.0;6 meses;6 anos e 5 meses;40%;102%;6.0;77.0
TJSP;11745;BATATAIS;SP;SETOR DAS EXECUÇÕES FISCAIS DE BATATAIS;G1;18.062;10.847;-39,9%;6.419;4.867;-24,2%;71.0;7.307;8.314;4.917;1.799;5.49;2.845;43.0;9 anos e 5 meses;6 anos e 5 meses;45%;10.292%;113.0;77.0
TJSP;10774;VARZEA PAULISTA;SP;02 CUMULATIVA DE VARZEA PAULISTA;G1, JE;12.527;13.39;6,9%;1.462;1.592;8,9%;3.98;2.843;6.074;5.409;2.376;614.0;5.583;122.0;1 ano e 6 meses;6 anos e 5 meses;81%;71%;18.0;77.0
TJSP;9701;INDAIATUBA;SP;SAF DE INDAIATUBA;G1;97.495;77.931;-20,1%;13.111;10.674;-18,6%;3.744;25.773;8.823;2.917;17.555;2.981;34.526;2.948;6 anos e 4 meses;6 anos e 5 meses;72%;688%;76.0;77.0
TJSP;9490;CAPAO BONITO;SP;SEF DE CAPAO BONITO;G1;5.823;3.157;-45,8%;677.0;197.0;-70,9%;62.0;2.999;12.076;3.1;882.0;2.004;884.0;2.0;5 anos e 2 meses;6 anos e 5 meses;50%;4.837%;62.0;77.0
TJSP;9515;CATANDUVA;SP;02 CRIMINAL DE CATANDUVA;G1, JE;2.794;2.429;-13,1%;281.0;402.0;43,1%;1.309;1.733;5.921;1.75;928.0;47.0;618.0;420.0;1 ano e 2 meses;6 anos e 5 meses;54%;132%;14.0;77.0
TJSP;9604;FRANCA;SP;FAZENDA PUBLICA DE FRANCA;G1, JE;176.312;167.914;-4,8%;28.198;24.088;-14,6%;4.735;13.153;25.519;34.893;29.501;5.569;114.058;279.0;6 anos e 9 meses;6 anos e 4 meses;92%;278%;81.0;76.0
TJSP;71004;ARACATUBA;SP;TURMA DO JUIZADO FAZENDA PUBLICA DO COLEGIO RESURSAL DA 36 C.J. - ARACATUBA DE ARACATUBA;TR;2.946;160.0;-94,6%;933.0;25.0;-97,3%;5.0;2.834;163.0;1.836;15.0;1.0;134.0;0.0;5 meses;6 anos e 4 meses;5%;56.680%;5.0;76.0
TJSP;9855;LINS;SP;SEF DE LINS;G1;20.812;19.221;-7,6%;995.0;1.421;42,8%;384.0;2.007;921.0;7.156;1.809;428.0;9.779;13.0;4 anos e 1 Mes;6 anos e 3 meses;90%;523%;49.0;75.0
TJSP;9729;ITAPETININGA;SP;02 CRIMINAL DE ITAPETININGA;G1, JE;1.128;1.169;3,6%;406.0;447.0;10,1%;832.0;882.0;2.674;2.266;446.0;7.0;410.0;5.0;1 ano;6 anos e 3 meses;45%;106%;12.0;75.0
TJSP;10323;SAO CARLOS;SP;FAZENDA PUBLICA DE SAO CARLOS;G1, JE;52.244;47.17;-9,7%;2.019;2.344;16,1%;4.944;10.063;5.208;13.764;7.635;1.968;27.586;749.0;3 anos e 3 meses;6 anos e 3 meses;82%;204%;39.0;75.0
TJSP;9987;OSASCO;SP;02 FAZENDA PUBLICA DE OSASCO;G1, JE;84.116;50.466;-40%;2.954;9.563;223,7%;25.558;63.303;16.483;16.7;22.2;44.467;23.199;35.0;8 anos e 10 meses;6 anos e 3 meses;39%;248%;106.0;75.0
TJSP;9726;ITAPETININGA;SP;03 CIVEL DE ITAPETININGA;G1, JE;7.238;7.476;3,3%;1.993;2.102;5,5%;2.378;2.037;267.0;14.385;1.454;529.0;2.678;11.0;1 ano e 11 meses;6 anos e 3 meses;73%;86%;23.0;75.0
TJSP;9665;GUARULHOS;SP;01 INFANCIA JUVENTUDE - ATOS INFRACIONAIS E MEDIDAS SOCIOEDUCATIVAS DE GUARULHOS;G1;1.305;1.345;3,1%;2.0;1.0;-50%;386.0;355.0;936.0;580.0;2.0;263.0;886.0;11.0;1 ano e 1 Mes;6 anos e 2 meses;79%;92%;13.0;74.0
TJSP;10056;PIRACAIA;SP;01 CUMULATIVA DE PIRACAIA;G1, JE;12.987;12.31;-5,2%;2.124;1.997;-6%;1.699;2.309;9.612;2.565;1.866;322.0;5.558;151.0;3 anos e 3 meses;6 anos e 2 meses;82%;136%;39.0;74.0
TJSP;70908;SAO PAULO;SP;TURMA ESPECIAL - DIREITO PRIVADO 2;G2;119;72.0;-39,5%;3.0;4.0;33,3%;38.0;90.0;64.0;34.0;1.0;21.0;39.0;17.0;4 meses;6 anos e 2 meses;43%;237%;4.0;74.0
TJSP;10680;SOROCABA;SP;03 CRIMINAL DE SOROCABA;G1, JE;612;556.0;-9,2%;153.0;141.0;-7,8%;300.0;375.0;1.25;1.528;305.0;0.0;193.0;5.0;1 ano e 2 meses;6 anos e 2 meses;53%;125%;14.0;74.0
TJSP;10330;SAO JOAO DA BOA VISTA;SP;SAF DE SAO JOAO DA BOA VISTA;G1;16.701;16.26;-2,6%;697.0;693.0;-0,6%;515.0;976.0;2.856;2.077;2.019;294.0;10.019;1.063;5 anos;6 anos e 2 meses;94%;190%;60.0;74.0
TJSP;59198;SAO PEDRO;SP;02 CUMULATIVA DE SAO PEDRO;G1, JE;10.355;10.557;2%;1.36;1.519;11,7%;1.587;1.196;2.925;3.928;1.008;245.0;6.451;79.0;1 ano e 2 meses;6 anos e 1 Mes;88%;75%;14.0;73.0
TJSP;59785;JUNDIAI;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 5 C.J. - JUNDIAI DE JUNDIAI;TR;338;36.0;-89,3%;55.0;9.0;-83,6%;8.0;322.0;267.0;24.0;15.0;0.0;15.0;1.0;1 ano;6 anos e 1 Mes;7%;4.025%;12.0;73.0
TJSP;9724;ITAPETININGA;SP;01 CIVEL DE ITAPETININGA;G1, JE;7.862;7.711;-1,9%;1.693;1.901;12,3%;2.538;2.614;1.124;15.239;1.484;508.0;2.619;10.0;2 anos e 2 meses;6 anos e 1 Mes;69%;103%;26.0;73.0
TJSP;10250;SANTO ANDRE;SP;02 FAZENDA PUBLICA DE SANTO ANDRE;G1, JE;70.896;57.416;-19%;11.587;10.427;-10%;13.967;27.442;1.814;21.184;6.676;25.448;39.782;65.0;7 anos e 4 meses;6 anos e 1 Mes;63%;196%;88.0;73.0
TJSP;9363;BARRETOS;SP;SAF DE BARRETOS;G1;34.097;35.603;4,4%;2.578;2.532;-1,8%;4.677;3.462;3.016;3.294;6.691;1.192;14.342;305.0;10 anos;6 anos e 1 Mes;91%;74%;120.0;73.0
TJSP;59885;RIO CLARO;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 9 C.J. - RIO CLARO DE RIO CLARO;TR;1.322;1.182;-10,6%;1.193;1.14;-4,4%;3.0;149.0;1.56;52.0;5.0;0.0;35.0;1.0;5 anos;6 anos;21%;4.967%;60.0;72.0
TJSP;72010;SAO PAULO;SP;9CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;3;4.0;33,3%;0.0;0.0;0%;1.0;0.0;0.0;1.0;2.0;0.0;3.0;0.0;0 anos;6 anos;100%;0%;0.0;72.0
TJSP;9734;ITAPEVA;SP;02 CUMULATIVA DE ITAPEVA;G1, JE;5.812;6.533;12,4%;1.085;1.317;21,4%;2.356;1.692;6.653;6.769;1.183;327.0;1.822;15.0;1 ano e 3 meses;6 anos;75%;72%;15.0;72.0
TJSP;74707;ITANHAEM;SP;VARA PLANTÃO DA 56ª C J - ITANHAÉM;G1, JE;371;405.0;9,2%;21.0;48.0;128,6%;154.0;4.0;7.0;148.0;1.0;0.0;293.0;1.0;0 anos;5 anos e 11 meses;99%;3%;0.0;71.0
TJSP;9618;FRANCO DA ROCHA;SP;JURI/EXEC./INF.JUV. DE FRANCO DA ROCHA;G1, JE;3.143;2.941;-6,4%;223.0;185.0;-17%;885.0;1.031;2.449;958.0;474.0;314.0;1.605;272.0;1 ano e 7 meses;5 anos e 11 meses;73%;116%;19.0;71.0
TJSP;10733;TAUBATE;SP;FAZENDA PUBLICA DE TAUBATE;G1, JE;155.523;169.115;8,7%;52.465;50.792;-3,2%;25.0;11.581;78.036;64.045;19.405;11.005;81.146;240.0;8 anos e 11 meses;5 anos e 11 meses;91%;46%;107.0;71.0
TJSP;17563;JOSE BONIFACIO;SP;SEF DE JOSE BONIFACIO;G1, JE;7.595;4.683;-38,3%;658.0;813.0;23,6%;177.0;3.095;5.653;3.433;1.486;1.205;623.0;1.0;3 anos e 10 meses;5 anos e 11 meses;56%;1.749%;46.0;71.0
TJSP;10261;SANTOS;SP;3ª VARA CRIMINAL DE SANTOS;G1, JE;1.100;1.101;0,1%;507.0;419.0;-17,4%;290.0;407.0;2.444;1.46;330.0;0.0;306.0;10.0;2 anos e 9 meses;5 anos e 10 meses;63%;140%;33.0;70.0
TJSP;9928;MOGI GUAÇU;SP;SAF DE MOJI GUACU;G1;26.840;20.179;-24,8%;5.19;1.62;-68,8%;4.606;11.053;423.0;9.923;5.285;7.737;7.819;28.0;6 anos e 11 meses;5 anos e 10 meses;63%;240%;83.0;70.0
TJSP;9343;AURIFLAMA;SP;VARA UNICA DE AURIFLAMA;G1, JE;9.266;7.259;-21,7%;936.0;1.029;9,9%;1.527;3.301;7.531;5.081;1.767;1.269;2.906;57.0;5 anos e 6 meses;5 anos e 9 meses;65%;216%;66.0;69.0
TJSP;9696;IGUAPE;SP;SAF DE IGUAPE;G1;118.383;30.591;-74,2%;1.064;129.0;-87,9%;28.303;115.991;559.0;6.0;11.574;95.223;25.388;262.0;4 anos e 5 meses;5 anos e 9 meses;21%;410%;53.0;69.0
TJSP;10933;ARUJA;SP;01 CUMULATIVA DE ARUJA;G1, JE;10.552;10.296;-2,4%;1.948;2.103;8%;2.964;2.895;153.0;15.64;2.166;557.0;2.916;152.0;2 anos e 2 meses;5 anos e 9 meses;74%;98%;26.0;69.0
TJSP;16523;CAMPINAS;SP;INFANCIA JUVENTUDE - ATOS INFRACIONAIS E MEDIDAS SOCIOEDUCATIVAS DE CAMPINAS;G1;836;801.0;-4,2%;0.0;0.0;0%;310.0;306.0;494.0;798.0;16.0;134.0;552.0;6.0;1 ano e 1 Mes;5 anos e 9 meses;72%;99%;13.0;69.0
TJSP;10558;SAO PAULO;SP;07 FAZENDA PUBLICA DE CENTRAL;G1, JE;23.767;22.576;-5%;5.324;7.259;36,3%;4.572;4.938;15.735;17.232;2.959;829.0;2.441;347.0;2 anos e 2 meses;5 anos e 9 meses;76%;108%;26.0;69.0
TJSP;9530;CORDEIROPOLIS;SP;VARA UNICA DE CORDEIROPOLIS;G1, JE;14.605;12.888;-11,8%;2.498;2.656;6,3%;2.956;4.733;5.12;6.034;2.089;1.904;3.694;674.0;3 anos e 9 meses;5 anos e 9 meses;68%;160%;45.0;69.0
TJSP;9824;JUNDIAI;SP;FAZENDA PUBLICA DE JUNDIAI;G1, JE;65.229;63.666;-2,4%;17.824;16.677;-6,4%;9.042;10.756;22.478;20.713;9.457;1.873;24.121;332.0;4 anos e 2 meses;5 anos e 9 meses;81%;119%;50.0;69.0
TJSP;9682;GUARULHOS;SP;01 FAZENDA PUBLICA DE GUARULHOS;G1, JE;8.092;8.069;-0,3%;2.203;1.84;-16,5%;3.591;3.382;1.585;6.288;2.34;414.0;2.694;53.0;1 ano e 7 meses;5 anos e 9 meses;65%;94%;19.0;69.0
TJSP;10262;SANTOS;SP;4ª VARA CRIMINAL DE SANTOS;G1, JE;1.184;1.157;-2,3%;437.0;437.0;0%;309.0;452.0;3.646;837.0;375.0;1.0;322.0;5.0;2 anos e 5 meses;5 anos e 8 meses;61%;146%;29.0;68.0
TJSP;82526;SAO PAULO;SP;CARTORIO DA DIPO 4 - SECAO 4.2.3;G1, JE;643;593.0;-7,8%;13.0;9.0;-30,8%;499.0;385.0;522.0;1.265;22.0;7.0;387.0;56.0;9 meses;5 anos e 8 meses;60%;77%;9.0;68.0
